Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Years,sales
FDM04,9.195,Regular,0.047081397999999997,Frozen Foods,51.1666,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDA23,9.8,Low Fat,0.047260402,Baking Goods,102.8016,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDW28,18.25,Low Fat,0.148673586,Frozen Foods,197.2452,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDA45,21.25,Low Fat,0.15601263099999998,Snack Foods,177.33700000000002,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
NCO26,7.235,Low Fat,0.077011493,Household,117.3492,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDV26,20.25,Regular,0.07614605,Dairy,197.0794,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDC50,"",Low Fat,0.135836915,Canned,93.8094,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCV05,"",Low Fat,0.030062224,Health and Hygiene,154.3656,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDW48,18.0,Low Fat,0.008575615,Baking Goods,80.2618,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDS55,7.02,Low Fat,0.081096635,Fruits and Vegetables,148.4734,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDX32,15.1,Regular,0.100060762,Fruits and Vegetables,144.0786,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDC53,8.68,Low Fat,0.008834023,Frozen Foods,100.0384,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDG35,21.2,Regular,0.007069661999999999,Starchy Foods,175.7738,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
NCC30,16.6,Low Fat,0.046161923,Household,176.6344,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
NCZ17,12.15,Low Fat,0.079592733,Health and Hygiene,37.3506,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDZ56,16.25,Low Fat,0.025776993999999998,Fruits and Vegetables,169.9474,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCS05,11.5,Low Fat,0.020960615,Health and Hygiene,133.2942,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
DRC25,"",Low Fat,0.0,Soft Drinks,87.3882,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,<=2k
FDW59,13.15,Low Fat,0.020715913,Breads,83.5566,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDB36,5.465,Regular,0.048801674,Baking Goods,132.1626,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDT37,14.15,Low Fat,0.0,Canned,253.7014,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDG47,12.8,Low Fat,0.06960567599999999,Starchy Foods,261.9252,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDM45,8.655,Regular,0.088373591,Snack Foods,119.3756,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDQ40,"",Regular,0.035853059,Frozen Foods,176.8712,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDF34,9.3,Regular,0.01404119,Snack Foods,199.1084,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDP24,20.6,Low Fat,0.083473583,Baking Goods,120.8756,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDT55,"",Regular,0.07643454200000001,Fruits and Vegetables,155.8946,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDH60,19.7,Regular,0.08073703,Baking Goods,197.011,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDF57,14.5,Regular,0.0,Fruits and Vegetables,169.6448,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
NCX29,10.0,Low Fat,0.08915252800000001,Health and Hygiene,147.7102,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
FDD34,7.945,Low Fat,0.015863075,Snack Foods,161.821,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDQ15,20.35,Regular,0.151308326,Meat,81.7276,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDL12,15.85,Regular,0.12160972199999999,Baking Goods,60.222,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDS22,16.85,Regular,0.023135131,Snack Foods,44.8428,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
NCM29,11.5,Low Fat,0.017714096000000002,Health and Hygiene,132.9626,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDO24,11.1,Low Fat,0.0,Baking Goods,156.4604,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCJ43,6.635,Low Fat,0.027069402000000003,Household,174.9396,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
FDA37,7.81,Regular,0.055226755,Canned,123.1046,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCM07,9.395,Low Fat,0.040124625,Others,85.1908,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDT49,7.0,Low Fat,0.151376958,Canned,108.228,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDP23,6.71,Low Fat,0.03558013,Breads,217.5166,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
DRF51,15.75,Low Fat,0.166513779,Dairy,38.0506,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
NCZ41,19.85,Low Fat,0.06478563,Health and Hygiene,123.7704,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
DRJ11,9.5,Low Fat,0.085223447,Hard Drinks,189.2872,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,>2k
FDP37,15.6,Low Fat,0.143915417,Breakfast,127.5994,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDT60,"",Low Fat,0.13227533800000002,Baking Goods,123.8388,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDA09,13.35,Regular,0.149338159,Snack Foods,178.666,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDJ46,11.1,Low Fat,0.044823438,Snack Foods,174.2054,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDO48,15.0,Regular,0.02681843,Baking Goods,219.7456,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDS59,14.8,Regular,0.04407225,Breads,109.057,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDH44,19.1,Regular,0.025872153,Fruits and Vegetables,145.7418,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCM05,6.825,Low Fat,0.059835659000000006,Health and Hygiene,264.3226,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
NCU06,"",Low Fat,0.13027716,Household,228.00099999999998,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
FDV13,17.35,Regular,0.027653795,Canned,88.0856,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDA23,9.8,Low Fat,0.04714777,Baking Goods,102.4016,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDJ60,19.35,Regular,0.062882112,Baking Goods,164.1184,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDN13,18.6,Low Fat,0.152294691,Breakfast,98.9358,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
DRF49,7.27,Low Fat,0.071064499,Soft Drinks,114.4518,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
FDK20,12.6,Regular,0.041726942,Fruits and Vegetables,122.0072,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDB27,"",Low Fat,0.055121892,Dairy,196.7768,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCS18,12.65,Low Fat,0.042211119000000005,Household,108.6938,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
FDZ49,"",Regular,0.132500853,Canned,220.3798,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDN32,17.5,Low Fat,0.015557426000000001,Fruits and Vegetables,184.7266,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDO37,8.06,Low Fat,0.021409913,Breakfast,229.7326,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCD31,12.1,Low Fat,0.015497337,Household,165.5526,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,>2k
NCV30,"",Low Fat,0.065612808,Household,62.351000000000006,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDY49,17.2,Regular,0.012030747,Canned,166.6184,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDM10,"",Low Fat,0.07560369900000001,Snack Foods,215.1218,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDT11,5.94,Regular,0.029372367000000003,Breads,186.7556,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDD39,16.7,Low Fat,0.070096518,Dairy,217.885,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCL31,7.39,Low Fat,0.120258245,Others,141.547,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDZ47,20.7,Regular,0.07928147599999999,Baking Goods,100.1042,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
NCU18,"",Low Fat,0.09776872800000001,Household,142.4496,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
FDJ58,"",Regular,0.104786172,Snack Foods,172.2764,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDX12,18.2,Regular,0.043626605,Baking Goods,241.4196,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDV60,20.2,Regular,0.11783932800000001,Baking Goods,195.21099999999998,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
NCB19,"",Low Fat,0.089858447,Household,84.5882,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDH45,"",Regular,0.185008985,Fruits and Vegetables,42.3796,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDB03,17.75,Regular,0.156701315,Dairy,240.7538,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDI27,8.71,Regular,0.0,Dairy,43.5744,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDN22,18.85,Regular,0.13908768300000002,Snack Foods,251.7724,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDQ37,20.75,Low Fat,0.089243789,Breakfast,192.0478,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDM02,12.5,Regular,0.073721115,Canned,85.6198,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDW38,5.325,Regular,0.138679995,Dairy,53.7298,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDP34,"",Low Fat,0.24026824800000002,Snack Foods,156.463,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDY55,16.75,Low Fat,0.0,Fruits and Vegetables,255.3988,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDL34,16.0,Low Fat,0.040911824,Snack Foods,141.2496,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDA09,13.35,Regular,0.14997485800000002,Snack Foods,179.766,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDM51,11.8,Regular,0.026072872,Meat,99.8674,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDI34,10.65,Regular,0.08548276099999999,Snack Foods,231.4668,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
NCD31,12.1,Low Fat,0.015521768,Household,165.8526,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
FDW33,9.395,Low Fat,0.099101845,Snack Foods,105.82799999999999,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
NCP05,19.6,Low Fat,0.025281802000000003,Health and Hygiene,152.0024,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDL56,14.1,Low Fat,0.125675936,Fruits and Vegetables,86.9198,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDN01,"",Low Fat,0.07204818,Breakfast,177.937,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDA25,16.5,Regular,0.068263916,Canned,104.79899999999999,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDF08,14.3,Regular,0.109144085,Fruits and Vegetables,88.2856,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDH08,7.51,Low Fat,0.017425784,Fruits and Vegetables,227.90099999999998,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
DRH03,17.25,Low Fat,0.035118834,Dairy,93.412,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,<=2k
FDQ31,5.785,Regular,0.054066567,Fruits and Vegetables,87.0856,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDO10,13.65,Regular,0.012823828999999998,Snack Foods,55.5588,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDT39,6.26,Regular,0.009883257,Meat,149.8366,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDM22,"",Regular,0.041754584,Snack Foods,53.464,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDR21,19.7,Low Fat,0.112036236,Snack Foods,174.937,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDQ01,19.7,Regular,0.161610636,Canned,255.2014,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDZ03,13.65,Regular,0.078909166,Dairy,186.72400000000002,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCK05,20.1,Low Fat,0.077769768,Health and Hygiene,63.0536,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDW55,12.6,Regular,0.021951613,Fruits and Vegetables,250.9092,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDF47,20.85,Low Fat,0.09777000400000001,Starchy Foods,222.8746,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
DRO59,"",Low Fat,0.094817105,Hard Drinks,77.9012,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
NCM55,15.6,Low Fat,0.06672613299999999,Others,185.8924,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
FDY31,5.98,Low Fat,0.043809260999999995,Fruits and Vegetables,146.8418,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDJ57,"",Regular,0.0,Seafood,184.3582,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDV51,16.35,Low Fat,0.032671446,Meat,165.4842,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
DRG36,14.15,Low Fat,0.095378221,Soft Drinks,170.5106,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,>2k
DRF13,12.1,Low Fat,0.0,Soft Drinks,145.1444,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,>2k
NCJ54,9.895,Low Fat,0.060188932,Household,233.0642,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
NCP42,8.51,Low Fat,0.016135764,Household,195.6478,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
NCF30,17.0,Low Fat,0.12622018699999998,Household,126.7362,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,<=2k
FDY44,"",Regular,0.024286377999999997,Fruits and Vegetables,194.71099999999998,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDX09,9.0,Low Fat,0.065350715,Snack Foods,175.437,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCU30,5.11,Low Fat,0.035071955,Household,163.221,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
FDU49,19.5,Regular,0.030742082999999996,Canned,85.554,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDC48,9.195,Low Fat,0.015949001,Baking Goods,84.1592,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDJ21,16.7,Regular,0.038496166,Snack Foods,147.5102,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCX41,19.0,Low Fat,0.017746826,Health and Hygiene,210.8244,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
FDT36,12.3,Low Fat,0.11127459099999999,Baking Goods,35.0874,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDK28,"",Low Fat,0.065272284,Frozen Foods,256.1646,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
DRI49,14.15,Low Fat,0.183472595,Soft Drinks,82.0276,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
NCM54,"",Low Fat,0.08918772,Household,128.9678,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
FDD48,10.395,Low Fat,0.030281542999999998,Baking Goods,116.3176,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
NCF30,17.0,Low Fat,0.211306673,Household,125.1362,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDX03,15.85,Regular,0.061190964,Meat,47.1744,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDZ33,10.195,Low Fat,0.10730767699999999,Snack Foods,149.8076,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDB39,"",Low Fat,0.067441726,Dairy,57.4272,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
DRM11,6.57,Low Fat,0.066338717,Hard Drinks,261.4278,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,>2k
DRE48,8.43,Low Fat,0.0,Soft Drinks,195.3768,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,<=2k
NCL31,7.39,Low Fat,0.12052492199999999,Others,142.247,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDB11,16.0,Low Fat,0.061192210999999996,Starchy Foods,224.1404,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDX14,13.1,Low Fat,0.075056542,Dairy,76.0354,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
NCM29,"",Low Fat,0.017556795,Health and Hygiene,129.9626,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDH47,13.5,Regular,0.129077455,Starchy Foods,95.2068,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDG09,20.6,Regular,0.047896392999999995,Fruits and Vegetables,185.8556,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDP25,15.2,Low Fat,0.021240491,Canned,216.9824,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDY27,"",Low Fat,0.031743707,Dairy,179.1344,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
DRM59,5.88,Low Fat,0.003612411,Hard Drinks,154.1998,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,>2k
DRI03,6.03,Low Fat,0.022796177999999997,Dairy,178.1028,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
FDY03,"",Regular,0.133279499,Meat,112.6202,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
NCV17,18.85,Low Fat,0.016132592,Health and Hygiene,130.2626,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
NCJ17,7.68,Low Fat,0.152429537,Health and Hygiene,85.5224,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
NCP54,15.35,Low Fat,0.035348491,Household,124.67299999999999,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
FDZ15,13.1,Low Fat,0.020903193,Dairy,119.2782,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCR05,10.1,Low Fat,0.054853377,Health and Hygiene,198.6084,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,>2k
FDX03,"",Regular,0.10697116699999999,Meat,44.7744,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDQ12,12.65,Low Fat,0.035482562,Baking Goods,231.40099999999998,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDC21,14.6,Regular,0.04292307099999999,Fruits and Vegetables,109.8254,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDQ40,11.1,Regular,0.036174285,Frozen Foods,176.0712,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDI07,"",Regular,0.033597374,Meat,197.2426,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDQ25,8.63,Regular,0.028320655,Canned,172.5422,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCK18,9.6,Low Fat,0.0,Household,163.9184,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
DRI25,19.6,Low Fat,0.056744064000000004,Soft Drinks,55.6614,OUT010,"",Tier 3,Grocery Store,Drinks,15,<=2k
DRA24,19.35,Regular,0.039990314,Soft Drinks,165.0868,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,<=2k
FDA32,14.0,Low Fat,0.030155223999999998,Fruits and Vegetables,214.7192,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDE59,12.15,Low Fat,0.062541552,Starchy Foods,34.3532,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDY59,8.195,Low Fat,0.031403441000000004,Baking Goods,93.8462,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDQ20,8.325,Low Fat,0.029845242999999997,Fruits and Vegetables,41.6138,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDB21,7.475,Low Fat,0.149125615,Fruits and Vegetables,241.6854,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDB41,"",Regular,0.170382726,Frozen Foods,45.2718,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
DRG11,6.385,Low Fat,0.083768522,Hard Drinks,109.8596,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,>2k
FDV10,"",Regular,0.11679368400000001,Snack Foods,41.0112,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDI41,18.5,Regular,0.062205112,Frozen Foods,148.3418,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDN10,11.5,Low Fat,0.0463847,Snack Foods,118.9124,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
NCM17,7.93,Low Fat,0.07142564700000001,Health and Hygiene,45.9086,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
DRG37,"",Low Fat,0.033929133,Soft Drinks,154.3972,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
FDA21,13.65,Low Fat,0.036033639,Snack Foods,183.7924,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDM27,12.35,Regular,0.158337479,Meat,157.9946,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDA32,14.0,Low Fat,0.030140981,Fruits and Vegetables,216.0192,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCZ53,9.6,Low Fat,0.024515221,Health and Hygiene,189.2214,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
FDW40,14.0,Regular,0.105125569,Frozen Foods,143.2812,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDS52,8.89,Low Fat,0.00547348,Frozen Foods,100.5016,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDM58,16.85,Regular,0.13338539800000002,Snack Foods,109.8544,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCE54,"",Low Fat,0.047098175,Household,75.5354,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
FDS11,7.05,Regular,0.055548003,Breads,225.3088,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDL20,17.1,Low Fat,0.128614205,Fruits and Vegetables,111.6886,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDX13,"",Low Fat,0.047551567999999995,Canned,249.1092,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDR21,19.7,Low Fat,0.066879757,Snack Foods,174.437,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDV28,16.1,Regular,0.160379061,Frozen Foods,33.6558,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDZ51,11.3,Regular,0.054861393,Meat,96.9094,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDD46,6.035,Low Fat,0.141542481,Snack Foods,153.1998,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDE23,17.6,Regular,0.053397642,Starchy Foods,46.706,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
NCF55,6.675,Low Fat,0.021710275,Household,34.9874,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDU12,15.5,Regular,0.075688032,Baking Goods,262.9568,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDZ22,9.395,Low Fat,0.045340279000000004,Snack Foods,85.025,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDI44,16.1,Low Fat,0.10014945900000001,Fruits and Vegetables,78.4328,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDH50,15.0,Regular,0.162348584,Canned,185.9266,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDE57,9.6,Low Fat,0.036341539,Fruits and Vegetables,142.9154,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
DRJ51,14.1,Low Fat,0.087920675,Dairy,228.5668,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,<=2k
FDX52,11.5,Regular,0.042087749,Frozen Foods,192.68200000000002,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
DRN47,12.1,Low Fat,0.016921927,Hard Drinks,178.36599999999999,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,>2k
FDT21,7.42,Low Fat,0.020423549,Snack Foods,249.0092,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDY21,15.1,Low Fat,0.17383312899999998,Snack Foods,196.511,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDG21,"",Regular,0.256152243,Seafood,151.005,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDS58,9.285,Regular,0.021002641000000002,Snack Foods,161.1578,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDA26,7.855,Regular,0.0,Dairy,220.1482,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDY16,"",Regular,0.091780142,Frozen Foods,182.5266,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDF20,12.85,Low Fat,0.033220169,Fruits and Vegetables,196.6768,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDI15,13.8,Low Fat,0.14123493199999998,Dairy,263.7884,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDC47,15.0,Low Fat,0.19899855,Snack Foods,226.5694,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDL08,10.8,Low Fat,0.049709624,Fruits and Vegetables,246.8144,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDF08,14.3,Regular,0.065153295,Fruits and Vegetables,88.4856,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
