ifa,age,dupl_age,workclass,dupl_workclass,fnlwgt,logfnl,empty,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
18908a,48,48,Private,Private,64479,,,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,47,United-States,<=50K
19125a,66,66,Private,Private,107196,,,HS-grad,9,Widowed,Tech-support,Not-in-family,White,Female,0,0,18,United-States,<=50K
19130a,59,59,Private,Private,261816,,,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,52,Outlying-US(Guam-USVI-etc),<=50K
20500a,37,37,Private,Private,245482,,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,?,<=50K
20526a,38,38,Federal-gov,Federal-gov,47707,,,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
20654a,19,19,Private,Private,120277,,,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
20748a,24,24,Private,Private,229553,,,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,0,0,20,?,<=50K
20785a,26,26,Private,Private,35917,,,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K
20814a,28,28,Private,Private,274579,,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
20903a,34,34,Private,Private,90614,,,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,2042,10,United-States,<=50K
20925a,30,30,Private,Private,154882,,,Prof-school,15,Widowed,Other-service,Not-in-family,White,Male,0,0,35,United-States,<=50K
20985a,47,47,Private,Private,284871,,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,40,United-States,>50K
21008a,61,61,Private,Private,101265,,,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,<=50K
21415a,40,40,Self-emp-inc,Self-emp-inc,191429,,,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
22484a,26,26,Private,Private,388812,,,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,35,United-States,<=50K
22629a,38,38,Private,Private,108140,,,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,2202,0,45,United-States,<=50K
22672a,32,32,Self-emp-inc,Self-emp-inc,275094,,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,55,Mexico,>50K
22707a,24,24,Private,Private,448026,,,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
23678a,72,72,Private,Private,497280,,,,5,Widowed,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K
23883a,32,32,Private,Private,398988,,,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
24301a,41,41,State-gov,State-gov,283917,,,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
24412a,48,48,Private,Private,193553,,,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,20,United-States,<=50K
24453a,33,33,Self-emp-not-inc,Self-emp-not-inc,134886,,,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,>50K
24655a,36,36,Private,Private,77820,,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
24702a,48,48,State-gov,State-gov,353824,,,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,>50K
24800a,51,51,Local-gov,Local-gov,47415,,,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1628,30,United-States,<=50K
25124a,21,21,Private,Private,176178,,,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K
25311a,42,42,Private,Private,198422,,,Some-college,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
25866a,37,37,Private,Private,295127,,,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,47,United-States,<=50K
26036a,44,44,Private,Private,206878,,,HS-grad,9,Never-married,Sales,Other-relative,White,Female,0,0,15,United-States,<=50K
26071a,23,23,Private,Private,186666,,,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
26533a,62,62,Local-gov,Local-gov,223637,,,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K
26787a,30,30,Private,Private,65920,,,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,<=50K
27346a,50,50,Private,Private,270194,,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
27717a,39,39,Private,Private,342448,,,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
27792a,46,46,Self-emp-not-inc,Self-emp-not-inc,233974,,,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,<=50K
28796a,29,29,Private,Private,55390,,,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,United-States,<=50K
29084a,53,53,Private,Private,187356,,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,66,United-States,<=50K
29256a,45,45,Self-emp-inc,Self-emp-inc,180239,,,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7688,0,40,?,>50K
29505a,36,36,Private,Private,306646,,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
29652a,24,24,Private,Private,119156,,,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,<=50K
29654a,34,34,Private,Private,185556,,,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,12,United-States,>50K
30469a,38,38,?,?,365465,,,Assoc-voc,11,Never-married,?,Own-child,White,Male,0,0,15,United-States,<=50K
31450a,39,39,Private,Private,293291,,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
31509a,48,48,State-gov,State-gov,50748,,,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
31575a,21,21,Private,Private,387335,,,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,1719,9,United-States,<=50K
31681a,34,34,Private,Private,102130,,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,>50K
32344a,66,66,?,?,93318,,,HS-grad,9,Widowed,?,Unmarried,White,Female,0,0,40,United-States,<=50K
32419a,26,26,Private,Private,48280,,,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
685a,18,18,State-gov,State-gov,59342,4.773362179,,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,5,United-States,<=50K
814a,22,22,Private,Private,137510,5.138334282,,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
855a,48,48,State-gov,State-gov,327886,5.515722874,,Doctorate,16,Divorced,Prof-specialty,Own-child,White,Male,0,0,50,United-States,>50K
1529a,52,52,Private,Private,118025,5.071974009,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K
1719a,35,35,Private,Private,30381,4.482602065,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
2032a,63,63,Self-emp-not-inc,Self-emp-not-inc,167501,5.224017404,,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,20051,0,10,United-States,>50K
2600a,60,60,Private,Private,76127,4.881538716,,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,>50K
3306a,50,50,Self-emp-not-inc,Self-emp-not-inc,391016,5.592194529,,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
3904a,23,23,Private,Private,495888,5.695383599,,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,El-Salvador,<=50K
4053a,31,31,Private,Private,225053,5.352284807,,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
4828a,34,34,Self-emp-inc,Self-emp-inc,207668,5.31736958,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,*,>50K
5392a,31,31,Private,Private,101562,5.006731245,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,55,United-States,<=50K
6324a,25,25,Private,Private,55718,4.745995519,,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,25,United-States,<=50K
6674a,38,38,Private,Private,343403,5.535804085,,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,<=50K
7193a,44,44,Private,Private,239876,5.379986798,,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,<=50K
7299a,21,21,Self-emp-not-inc,Self-emp-not-inc,318865,5.503606852,,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
7598a,48,48,State-gov,State-gov,130561,5.115813468,,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,24,United-States,<=50K
8198a,23,23,Private,Private,184255,5.265419282,,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
8246a,22,22,Self-emp-inc,Self-emp-inc,40767,4.610308753,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
8728a,23,23,Private,Private,214227,5.330874206,,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
8967a,43,43,Private,Private,99212,4.996564205,,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,48,United-States,>50K
9323a,26,26,Private,Private,523067,5.718557321,,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,3,El-Salvador,<=50K
9336a,38,38,Private,Private,104089,5.017404836,,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
10534a,38,38,Private,Private,192337,5.284062838,,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,England,>50K
10641a,33,33,Private,Private,188861,5.276142285,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
10739a,36,36,Private,Private,290409,5.463010071,,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
11194a,45,45,Private,Private,195554,5.291266704,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,>50K
11298a,52,52,Private,Private,241444,5.382816417,,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,50,Puerto-Rico,<=50K
11709a,20,20,Private,Private,146879,5.166959707,,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,2001,40,United-States,<=50K
11841a,54,54,Private,Private,138026,5.139960902,,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
12795a,24,24,?,?,119156,,,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
13842a,44,44,Federal-gov,Federal-gov,316120,,,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,>50K
14442a,18,18,?,?,216508,,,HS-grad,9,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
14829a,24,24,Private,Private,291578,,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
14876a,25,25,Federal-gov,Federal-gov,339956,,,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K
15067a,29,29,Private,Private,131714,,,10th,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,25,United-States,<=50K
15535a,29,29,Private,Private,167716,,,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,,United-States,<=50K
16610a,23,23,Private,Private,384651,,,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
16672a,33,33,Private,Private,511517,,,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
17127a,49,49,Private,Private,423222,,,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
17922a,37,37,Private,Private,151835,,,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
18006a,47,47,Private,Private,166181,,,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,48,United-States,>50K
19352a,33,33,Private,Private,35309,,,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,40,?,<=50K
19942a,50,50,Private,Private,98215,,,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
20200a,25,25,Private,Private,253267,,,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1902,36,United-States,>50K
20305a,33,33,Private,Private,303867,,,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
20916a,60,60,?,?,163946,,,,5,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
21752a,39,39,Private,Private,36376,,,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
21791a,33,33,Private,Private,609789,,,Assoc-acdm,12,,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
22401a,26,26,Private,Private,375980,,,HS-grad,9,Separated,Sales,Unmarried,Black,Female,0,0,37,United-States,<=50K
23027a,47,47,Private,Private,192984,,,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
23242a,19,19,Private,Private,261259,,,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
23437a,50,50,Private,Private,160572,,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,47,United-States,<=50K
24784a,28,28,Private,Private,213081,,,11th,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,Jamaica,<=50K
25026a,60,60,Private,Private,121319,,,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3137,0,40,Poland,<=50K
25352a,55,55,Private,Private,189528,,,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
25438a,51,51,Self-emp-inc,Self-emp-inc,100029,,,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
25512a,30,30,Private,Private,251411,,,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
26777a,19,19,?,?,309284,,,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K
27413a,18,18,Private,Private,170544,,,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
27984a,46,46,Private,Private,122026,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
29330a,20,20,Self-emp-not-inc,Self-emp-not-inc,54152,,,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,35,United-States,<=50K
30355a,35,35,Private,Private,22463,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30440a,24,24,Private,Private,170070,,,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,25,United-States,<=50K
31391a,61,61,?,?,584259,,,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,2,United-States,>50K
31443a,57,57,Private,Private,334224,,,Some-college,10,Married-civ-spouse,Craft-repair,Wife,White,Female,9386,0,40,United-States,>50K
32091a,66,66,Private,Private,115498,,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,?,>50K
32211a,31,31,Private,Private,284395,,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
32497a,18,18,Private,Private,436163,,,11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
32504a,47,47,Private,Private,312088,,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
909a,37,37,Self-emp-not-inc,Self-emp-not-inc,168496,5.226589595,,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,<=50K
2426a,34,34,Private,Private,160449,5.205337015,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,44,United-States,>50K
2640a,28,28,Private,Private,128509,5.108933544,,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,?,<=50K
2707a,27,27,Local-gov,Local-gov,204098,5.309838749,,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,50,United-States,<=50K
2737a,37,37,Local-gov,Local-gov,297449,5.473412513,,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
4291a,49,49,Self-emp-not-inc,Self-emp-not-inc,200471,5.302051557,,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
4592a,25,25,Private,Private,210184,5.322599653,,11th,7,Separated,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
5141a,38,38,Private,Private,33001,4.5185271,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
5541a,50,50,Private,Private,128378,5.108490606,,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,55,*,<=50K
5588a,31,31,Private,Private,34572,4.538724504,,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,<=50K
5759a,20,20,Private,Private,165804,5.219595004,,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,0,0,40,United-States,<=50K
6147a,53,53,Self-emp-inc,Self-emp-inc,157881,5.198329869,,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
6459a,47,47,Private,Private,179313,5.253611777,,10th,6,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K
6601a,33,33,Private,Private,198660,5.298110431,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
6740a,39,39,Private,Private,49020,4.690373307,,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,1974,40,United-States,<=50K
7043a,37,37,Federal-gov,Federal-gov,33487,4.524876242,,Some-college,10,Divorced,Tech-support,Unmarried,,Female,0,0,20,United-States,<=50K
7177a,44,44,Self-emp-inc,Self-emp-inc,195124,5.29031069,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,*,<=50K
7981a,34,34,Federal-gov,Federal-gov,67083,4.826612476,,Bachelors,13,Never-married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,1471,0,40,Cambodia,<=50K
8127a,27,27,Private,Private,216858,5.336175448,,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,52,United-States,<=50K
8594a,40,40,Local-gov,Local-gov,33155,4.520549032,,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
8635a,32,32,Private,Private,29312,4.467045452,,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K
9122a,32,32,Private,Private,140092,5.146413335,,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
9615a,28,28,Private,Private,274690,5.438842849,,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
10439a,24,24,Self-emp-inc,Self-emp-inc,142404,5.153522188,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
11746a,33,33,Private,Private,167309,5.223519303,,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
11772a,18,18,Private,Private,36251,4.559319991,,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
11819a,36,36,State-gov,State-gov,108320,5.034708651,,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,5455,0,30,United-States,<=50K
12055a,53,53,Local-gov,Local-gov,176557,5.246884941,,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K
12113a,48,48,Federal-gov,Federal-gov,88564,4.947257223,,7th-8th,4,,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
12642a,29,29,Private,Private,185647,,,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,60,United-States,<=50K
12855a,49,49,Private,Private,177211,,,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
13124a,43,43,Local-gov,Local-gov,33331,,,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
14209a,40,40,Federal-gov,Federal-gov,171231,,,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
14705a,39,39,State-gov,State-gov,42186,,,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,3464,0,20,United-States,<=50K
14791a,32,32,Private,Private,250354,,,10th,6,Never-married,Craft-repair,Other-relative,White,Male,0,0,45,United-States,<=50K
14838a,21,21,Private,Private,82847,,,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K
15372a,54,54,Local-gov,Local-gov,172991,,,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
15393a,46,46,Local-gov,Local-gov,160187,,,Masters,14,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K
15621a,43,43,Private,Private,220109,,,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,44,United-States,<=50K
15776a,52,52,Self-emp-not-inc,Self-emp-not-inc,194995,,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,55,United-States,>50K
15976a,57,57,Private,Private,32365,,,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
16564a,19,19,Private,Private,178147,,,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
16734a,33,33,Private,Private,144949,,,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
16864a,35,35,Private,Private,331831,,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
16938a,23,23,Private,Private,217961,,,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
17038a,37,37,Private,Private,126675,,,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
17439a,51,51,Federal-gov,Federal-gov,97934,,,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,5178,0,40,United-States,>50K
18009a,71,71,?,?,128529,,,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,20,United-States,<=50K
18582a,19,19,Private,Private,25429,,,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K
18627a,35,35,Private,Private,189382,,,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18959a,52,52,Private,Private,48947,,,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
19334a,55,55,Self-emp-inc,Self-emp-inc,298449,,,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,50,United-States,>50K
19347a,39,39,Private,Private,165106,,,Bachelors,13,,Craft-repair,Not-in-family,White,Male,0,1564,50,?,>50K
19887a,31,31,Private,Private,168521,,,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
20270a,34,34,?,?,93834,,,HS-grad,9,Separated,?,Own-child,White,Female,0,0,8,United-States,<=50K
20437a,47,47,?,?,186805,,,HS-grad,9,Married-civ-spouse,?,Not-in-family,White,Female,0,0,35,United-States,<=50K
21174a,43,43,Private,Private,143368,,,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Black,Male,0,0,40,United-States,<=50K
21544a,52,52,Local-gov,Local-gov,124793,,,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
22115a,44,44,Private,Private,167725,,,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,<=50K
22141a,37,37,Self-emp-not-inc,Self-emp-not-inc,607848,,,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
22300a,35,35,Local-gov,Local-gov,85548,,,Some-college,10,Separated,Adm-clerical,Unmarried,,Female,0,0,40,United-States,<=50K
22358a,51,51,Private,Private,219599,,,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
23020a,70,70,?,?,135339,,,Bachelors,13,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K
23679a,69,69,Self-emp-not-inc,Self-emp-not-inc,240562,,,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,>50K
23719a,50,50,Private,Private,283676,,,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
23775a,59,59,Private,Private,98361,,,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
23973a,47,47,Private,Private,365516,,,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
24173a,77,77,Private,Private,154205,,,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,10,United-States,<=50K
24417a,50,50,Local-gov,Local-gov,212685,,,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
24762a,54,54,Private,Private,220055,,,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
25397a,34,34,Local-gov,Local-gov,325792,,,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
25775a,31,31,Self-emp-inc,Self-emp-inc,256362,,,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3908,0,50,United-States,<=50K
26329a,28,28,Private,Private,145284,,,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,<=50K
26485a,37,37,Private,Private,34173,,,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
26690a,40,40,Local-gov,Local-gov,99185,,,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
26743a,49,49,Local-gov,Local-gov,275074,,,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
26793a,62,62,Private,Private,77884,,,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
26902a,42,42,Private,Private,86185,,,Some-college,10,Widowed,Exec-managerial,Not-in-family,,Female,0,0,40,United-States,<=50K
26911a,23,23,Private,Private,160951,,,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,2597,0,40,United-States,<=50K
