ifa,age
19843a,55.0
13547a,20.0
7719a,50.0
30639a,25.0
17537a,21.0
12205a,28.0
15283a,36.0
22517a,41.0
14501a,64.0
29005a,45.0
23223a,52.0
25648a,22.0
28065a,47.0
17798a,51.0
9459a,59.0
15353a,56.0
22277a,39.0
19338a,72.0
29385a,55.0
1733a,26.0
12595a,44.0
18798a,46.0
3140a,22.0
6125a,48.0
7047a,47.0
25329a,31.0
12420a,24.0
13698a,33.0
18370a,32.0
29026a,56.0
4052a,29.0
17383a,27.0
12735a,18.0
19943a,67.0
9817a,67.0
15355a,20.0
11870a,29.0
20748a,24.0
32189a,29.0
26355a,43.0
16401a,41.0
5272a,20.0
4541a,41.0
5467a,22.0
22847a,36.0
17620a,32.0
22089a,31.0
17066a,22.0
15505a,23.0
11366a,18.0
29633a,51.0
6247a,23.0
10199a,43.0
31152a,40.0
4361a,21.0
30896a,34.0
12427a,19.0
28314a,28.0
8402a,48.0
10434a,27.0
28695a,35.0
2120a,39.0
23990a,41.0
15316a,60.0
7662a,18.0
3693a,46.0
26974a,51.0
29939a,40.0
12848a,21.0
11247a,27.0
26609a,60.0
4992a,29.0
19130a,59.0
26596a,38.0
9995a,34.0
8659a,20.0
31382a,30.0
25539a,37.0
29593a,38.0
12858a,60.0
12163a,35.0
4302a,25.0
31259a,27.0
12465a,27.0
2985a,28.0
19304a,31.0
18880a,49.0
16250a,30.0
29996a,30.0
20709a,28.0
20372a,50.0
12597a,28.0
14121a,40.0
25168a,19.0
7505a,26.0
18472a,43.0
27996a,62.0
10967a,51.0
7022a,44.0
25355a,65.0
26024a,46.0
670a,24.0
6201a,37.0
18208a,44.0
32209a,53.0
27199a,44.0
20757a,50.0
2076a,25.0
5401a,50.0
8652a,49.0
10318a,46.0
25008a,53.0
9588a,62.0
18704a,73.0
12702a,49.0
12189a,25.0
9915a,36.0
16426a,59.0
24652a,42.0
22953a,35.0
10898a,27.0
14813a,52.0
3799a,30.0
30317a,22.0
937a,47.0
24372a,54.0
18939a,44.0
9887a,37.0
21812a,39.0
32306a,34.0
5381a,42.0
25873a,23.0
27368a,27.0
7004a,32.0
28831a,44.0
31691a,40.0
4377a,67.0
29554a,42.0
28384a,50.0
12200a,27.0
21700a,43.0
11029a,48.0
9707a,25.0
7891a,30.0
6845a,37.0
8944a,22.0
183a,30.0
5630a,46.0
3404a,26.0
10406a,28.0
16206a,36.0
20238a,21.0
5645a,48.0
5575a,54.0
27324a,52.0
8014a,45.0
11806a,24.0
31906a,18.0
7809a,38.0
8720a,28.0
28000a,21.0
12392a,35.0
29909a,33.0
20589a,33.0
24170a,58.0
21804a,22.0
9495a,63.0
7104a,32.0
2893a,56.0
5149a,39.0
20904a,23.0
8474a,29.0
23813a,22.0
8069a,49.0
23426a,35.0
18973a,24.0
16878a,49.0
7563a,61.0
30961a,43.0
27535a,35.0
6610a,45.0
26367a,54.0
8890a,35.0
6977a,25.0
6351a,37.0
14111a,57.0
27856a,46.0
30416a,44.0
25425a,52.0
31293a,26.0
29649a,45.0
22606a,42.0
31206a,56.0
9083a,73.0
8365a,43.0
21851a,53.0
20685a,50.0
13508a,34.0
15385a,45.0
4236a,26.0
30947a,31.0
15664a,33.0
22645a,47.0
3192a,51.0
22510a,27.0
19074a,45.0
14669a,30.0
10142a,24.0
8912a,26.0
13823a,32.0
3975a,41.0
9150a,21.0
26785a,28.0
29926a,43.0
30920a,75.0
802a,24.0
27908a,52.0
27836a,32.0
15683a,21.0
24521a,23.0
350a,31.0
25635a,36.0
7683a,31.0
19992a,20.0
25510a,62.0
638a,33.0
9270a,36.0
23992a,62.0
27062a,45.0
14713a,46.0
12833a,40.0
1401a,40.0
3876a,30.0
6687a,47.0
32502a,71.0
14233a,47.0
24915a,58.0
3793a,53.0
25907a,46.0
6592a,33.0
11274a,40.0
4230a,41.0
22808a,53.0
16258a,19.0
717a,33.0
10586a,32.0
15291a,32.0
4138a,45.0
11325a,65.0
17296a,22.0
31374a,50.0
25345a,18.0
29826a,25.0
23794a,29.0
28219a,33.0
18219a,34.0
25623a,45.0
26640a,35.0
14482a,33.0
6483a,37.0
16350a,38.0
19177a,40.0
30448a,66.0
20567a,45.0
12544a,43.0
851a,61.0
17431a,32.0
13747a,23.0
10484a,53.0
22628a,37.0
4618a,32.0
9816a,20.0
14742a,32.0
30641a,30.0
3661a,55.0
31684a,18.0
8881a,36.0
6901a,48.0
18671a,31.0
27148a,41.0
26778a,51.0
11917a,45.0
23173a,37.0
23810a,23.0
4644a,59.0
22903a,58.0
11941a,23.0
9632a,38.0
28748a,34.0
18065a,31.0
6496a,31.0
2106a,17.0
32053a,51.0
32366a,41.0
20649a,42.0
10917a,37.0
4504a,29.0
20111a,47.0
6905a,36.0
26715a,27.0
18990a,40.0
4587a,21.0
25982a,63.0
7882a,22.0
9323a,26.0
23492a,48.0
816a,47.0
8960a,27.0
2012a,23.0
18667a,44.0
9055a,18.0
4201a,18.0
15554a,41.0
8147a,23.0
26742a,46.0
25149a,39.0
3356a,25.0
10812a,65.0
32004a,51.0
19403a,31.0
31534a,43.0
15269a,24.0
22270a,42.0
13839a,22.0
14930a,47.0
10170a,20.0
24974a,31.0
4244a,24.0
19991a,27.0
30235a,58.0
9184a,33.0
6402a,55.0
14699a,44.0
13994a,33.0
11223a,51.0
30720a,38.0
8601a,31.0
24632a,48.0
21341a,59.0
31681a,34.0
14134a,32.0
1577a,38.0
5650a,32.0
19977a,26.0
24636a,34.0
30016a,26.0
26940a,50.0
28209a,64.0
14097a,53.0
24417a,50.0
750a,46.0
6757a,20.0
23670a,23.0
19132a,47.0
30572a,47.0
7664a,17.0
3960a,39.0
7102a,37.0
18068a,27.0
11291a,39.0
5237a,38.0
3885a,51.0
26768a,53.0
29289a,19.0
13947a,25.0
28966a,24.0
10051a,46.0
14740a,48.0
3314a,23.0
9408a,42.0
26366a,47.0
18794a,35.0
16186a,23.0
17779a,39.0
1659a,18.0
4989a,43.0
23202a,24.0
11436a,56.0
29249a,58.0
3320a,20.0
18668a,31.0
260a,50.0
13301a,37.0
16935a,42.0
15600a,31.0
23209a,24.0
16568a,33.0
25119a,57.0
20890a,51.0
17750a,24.0
999a,40.0
379a,46.0
10596a,20.0
9919a,30.0
185a,37.0
4454a,25.0
10743a,37.0
30232a,64.0
7333a,60.0
4410a,19.0
30450a,39.0
14903a,33.0
10436a,39.0
32076a,27.0
23289a,55.0
5052a,52.0
9370a,36.0
12840a,38.0
4819a,20.0
17277a,21.0
9668a,23.0
15989a,32.0
8119a,42.0
14352a,30.0
19167a,41.0
29665a,64.0
19885a,24.0
4983a,22.0
20543a,30.0
18951a,23.0
28083a,33.0
21782a,25.0
8080a,47.0
5769a,49.0
13925a,38.0
20786a,45.0
8170a,27.0
17106a,27.0
12472a,24.0
19698a,24.0
17208a,50.0
6529a,63.0
21648a,36.0
109a,31.0
9180a,32.0
18132a,46.0
17592a,56.0
7349a,25.0
25853a,36.0
21947a,30.0
13462a,19.0
12578a,28.0
12348a,43.0
9834a,60.0
7334a,21.0
15618a,46.0
17a,25.0
28819a,35.0
25923a,32.0
23773a,67.0
17701a,32.0
16708a,29.0
936a,37.0
6934a,29.0
4147a,38.0
6152a,27.0
20464a,85.0
23405a,47.0
19737a,38.0
11591a,33.0
19450a,37.0
17803a,43.0
10427a,29.0
1101a,68.0
2432a,61.0
1384a,19.0
28882a,45.0
7192a,52.0
9507a,43.0
29304a,48.0
6489a,29.0
19372a,22.0
16197a,57.0
2823a,22.0
22601a,51.0
23845a,50.0
30936a,39.0
2196a,39.0
3587a,28.0
22526a,35.0
12434a,41.0
9670a,40.0
13465a,45.0
12808a,39.0
14789a,31.0
27088a,32.0
654a,38.0
6647a,37.0
17646a,40.0
19250a,40.0
26902a,42.0
25817a,31.0
19816a,45.0
29326a,20.0
31611a,39.0
20383a,58.0
1496a,28.0
2688a,55.0
9226a,28.0
3297a,24.0
13816a,33.0
16150a,40.0
31500a,22.0
3416a,61.0
31339a,46.0
989a,44.0
23039a,35.0
4483a,26.0
19668a,23.0
27338a,31.0
16776a,18.0
17982a,59.0
3585a,27.0
22367a,38.0
7355a,60.0
31251a,31.0
18006a,47.0
11961a,27.0
32228a,21.0
19011a,20.0
6456a,55.0
12319a,17.0
19125a,66.0
21490a,58.0
28709a,19.0
20946a,19.0
9949a,41.0
11138a,51.0
15479a,24.0
15930a,32.0
11561a,19.0
5892a,19.0
29139a,31.0
10807a,46.0
7872a,28.0
25881a,38.0
2148a,58.0
12962a,37.0
11330a,29.0
3240a,17.0
11973a,51.0
9080a,39.0
1840a,45.0
31620a,26.0
21753a,41.0
19942a,50.0
16957a,25.0
22115a,44.0
28510a,34.0
27905a,31.0
20750a,37.0
28382a,24.0
24694a,22.0
8646a,34.0
1597a,33.0
8363a,64.0
19017a,31.0
9936a,22.0
20106a,70.0
20822a,42.0
31171a,55.0
124a,29.0
4754a,47.0
10387a,26.0
14096a,19.0
21515a,40.0
16354a,38.0
23113a,20.0
28081a,21.0
16418a,43.0
19254a,17.0
19104a,23.0
1999a,37.0
2815a,27.0
16046a,28.0
26541a,42.0
11402a,22.0
3556a,17.0
11996a,23.0
22893a,24.0
5907a,48.0
26952a,56.0
2458a,39.0
7932a,45.0
22658a,51.0
7149a,45.0
4511a,46.0
9233a,60.0
11472a,22.0
22991a,23.0
7528a,27.0
28119a,29.0
9530a,58.0
6712a,22.0
5767a,62.0
19302a,30.0
12961a,37.0
7418a,23.0
8877a,18.0
30444a,28.0
12267a,39.0
3780a,63.0
16888a,63.0
10783a,26.0
5783a,23.0
30593a,51.0
1319a,41.0
31145a,41.0
3376a,21.0
16047a,58.0
21348a,30.0
10395a,56.0
4599a,24.0
2117a,37.0
1308a,26.0
28549a,68.0
27406a,18.0
22590a,45.0
6106a,37.0
29566a,20.0
17463a,63.0
677a,17.0
32429a,39.0
30342a,50.0
2002a,28.0
23336a,19.0
27151a,47.0
1055a,38.0
2667a,20.0
27597a,53.0
6715a,61.0
14673a,41.0
556a,69.0
28618a,37.0
1856a,25.0
5262a,27.0
16019a,55.0
7080a,31.0
3393a,44.0
19616a,63.0
25346a,36.0
8127a,27.0
627a,34.0
32295a,50.0
19642a,25.0
22333a,36.0
8483a,26.0
26360a,33.0
14483a,67.0
12804a,64.0
11283a,40.0
15699a,32.0
30759a,50.0
6411a,18.0
30654a,45.0
8696a,23.0
18098a,72.0
29784a,28.0
28490a,52.0
7576a,42.0
15277a,31.0
30013a,35.0
21096a,60.0
26113a,20.0
10785a,28.0
28366a,58.0
15264a,49.0
19636a,37.0
26108a,43.0
20768a,29.0
11067a,34.0
8394a,50.0
22103a,33.0
6032a,61.0
26740a,43.0
4278a,22.0
30552a,45.0
1866a,60.0
7224a,52.0
22128a,45.0
1943a,24.0
17001a,42.0
10297a,42.0
29188a,31.0
27054a,46.0
6430a,41.0
19705a,38.0
8536a,49.0
9689a,22.0
30168a,69.0
19645a,50.0
24232a,22.0
22363a,52.0
10290a,27.0
12828a,53.0
1253a,30.0
5964a,36.0
1216a,63.0
15348a,32.0
9077a,25.0
28378a,23.0
26388a,43.0
10357a,29.0
8679a,32.0
1350a,62.0
792a,41.0
25244a,33.0
30318a,33.0
6161a,30.0
29444a,56.0
7193a,44.0
8966a,39.0
3143a,47.0
32235a,41.0
7550a,28.0
22829a,33.0
3609a,23.0
23187a,24.0
961a,25.0
14792a,58.0
15670a,31.0
3996a,27.0
28460a,29.0
22846a,57.0
15546a,53.0
26573a,33.0
21329a,46.0
13620a,21.0
17947a,24.0
7681a,23.0
27504a,55.0
5267a,23.0
2445a,19.0
13407a,47.0
1058a,41.0
17838a,62.0
22129a,55.0
19706a,41.0
25065a,37.0
30272a,41.0
1368a,53.0
24439a,33.0
10071a,28.0
23359a,37.0
19829a,79.0
7694a,39.0
7184a,21.0
24787a,46.0
1830a,45.0
26891a,53.0
24643a,19.0
23804a,29.0
4787a,24.0
9458a,22.0
10355a,27.0
16759a,38.0
8417a,25.0
23796a,31.0
15102a,51.0
21583a,35.0
28477a,71.0
21149a,59.0
27593a,30.0
15707a,56.0
16135a,71.0
4714a,32.0
7820a,58.0
17163a,29.0
28801a,37.0
23926a,41.0
16306a,33.0
30689a,47.0
29530a,21.0
21597a,24.0
17375a,63.0
16536a,26.0
11841a,54.0
13217a,54.0
12799a,46.0
9427a,58.0
6532a,31.0
363a,43.0
32268a,31.0
23458a,28.0
21223a,60.0
11088a,69.0
18584a,26.0
12813a,58.0
23768a,33.0
10478a,31.0
30475a,37.0
16593a,40.0
15072a,39.0
9140a,25.0
6898a,44.0
28624a,33.0
5344a,31.0
31348a,39.0
6767a,71.0
27497a,19.0
6576a,45.0
27624a,25.0
17017a,42.0
29713a,46.0
31711a,64.0
5725a,21.0
11298a,52.0
28053a,28.0
5526a,34.0
11349a,21.0
18073a,33.0
25887a,62.0
21500a,34.0
21030a,45.0
21775a,22.0
24339a,48.0
11040a,55.0
3081a,40.0
11294a,44.0
28142a,41.0
30841a,53.0
29137a,50.0
26616a,31.0
2346a,29.0
25042a,41.0
19317a,21.0
30134a,38.0
24910a,32.0
941a,31.0
27545a,23.0
13855a,42.0
7878a,24.0
4150a,21.0
11364a,32.0
4195a,18.0
3680a,18.0
28259a,28.0
21215a,47.0
20148a,45.0
6622a,56.0
13775a,37.0
31228a,51.0
23241a,44.0
27952a,34.0
10403a,22.0
2174a,51.0
12078a,61.0
1662a,44.0
30599a,41.0
27562a,50.0
19201a,25.0
29627a,29.0
25507a,18.0
14002a,42.0
3785a,49.0
16692a,46.0
20578a,40.0
5177a,25.0
17395a,45.0
19233a,32.0
26941a,22.0
25027a,63.0
31686a,60.0
14424a,29.0
14474a,53.0
17467a,36.0
7767a,43.0
21196a,55.0
7036a,51.0
1629a,45.0
19699a,43.0
16742a,34.0
19513a,45.0
21824a,33.0
14694a,30.0
5812a,31.0
10523a,56.0
14562a,53.0
1744a,38.0
27313a,40.0
5693a,31.0
22743a,26.0
10826a,47.0
2287a,41.0
12485a,27.0
4263a,20.0
30070a,38.0
26014a,22.0
4220a,26.0
3108a,61.0
30156a,37.0
9572a,49.0
17037a,30.0
18827a,50.0
19404a,21.0
31046a,39.0
28121a,35.0
10903a,35.0
19157a,47.0
1504a,64.0
21528a,46.0
20767a,55.0
23065a,26.0
5074a,48.0
19292a,50.0
4660a,38.0
10127a,19.0
20741a,29.0
19373a,32.0
6925a,38.0
2284a,27.0
19220a,37.0
16217a,20.0
9206a,48.0
12226a,57.0
27529a,22.0
27480a,54.0
4659a,18.0
19192a,27.0
32508a,50.0
12028a,31.0
23863a,32.0
30637a,25.0
15636a,45.0
7342a,49.0
10078a,58.0
10336a,43.0
30328a,21.0
7568a,22.0
12306a,30.0
16524a,79.0
15388a,45.0
12467a,48.0
12198a,45.0
19165a,42.0
16449a,44.0
3239a,44.0
23249a,67.0
1047a,64.0
20798a,41.0
23193a,19.0
21089a,30.0
7925a,36.0
11468a,44.0
28311a,57.0
18a,32.0
11312a,29.0
28175a,34.0
22141a,37.0
9349a,45.0
26017a,17.0
23716a,25.0
7311a,49.0
14079a,64.0
3767a,37.0
20416a,41.0
11134a,38.0
23056a,35.0
32170a,25.0
22184a,59.0
9319a,37.0
7243a,27.0
10796a,43.0
2453a,20.0
31303a,60.0
6390a,18.0
27955a,53.0
11144a,73.0
12792a,44.0
16961a,62.0
26365a,31.0
27063a,76.0
17318a,19.0
14008a,29.0
12448a,23.0
19360a,28.0
30161a,38.0
15867a,23.0
4886a,45.0
275a,30.0
4292a,32.0
1264a,73.0
2890a,36.0
16044a,25.0
5a,""
9069a,51.0
7206a,40.0
24886a,35.0
19273a,26.0
9910a,35.0
13655a,49.0
2062a,20.0
30902a,30.0
2852a,20.0
19994a,21.0
28344a,50.0
1827a,22.0
27801a,25.0
11538a,40.0
2869a,25.0
21945a,52.0
14191a,69.0
17027a,36.0
17944a,36.0
32164a,36.0
4007a,35.0
16203a,19.0
3215a,22.0
22226a,35.0
21671a,38.0
25239a,65.0
14684a,50.0
23892a,49.0
19952a,26.0
5004a,28.0
16383a,17.0
26659a,35.0
24715a,18.0
22817a,44.0
6082a,30.0
23220a,43.0
7127a,20.0
15700a,56.0
27377a,65.0
4669a,50.0
15792a,39.0
23873a,57.0
28289a,36.0
21377a,62.0
23481a,51.0
2402a,20.0
4512a,24.0
29583a,23.0
25854a,70.0
30367a,21.0
8001a,33.0
13139a,42.0
25037a,65.0
24120a,49.0
24121a,38.0
21906a,36.0
24067a,21.0
17049a,61.0
26750a,64.0
21894a,29.0
3678a,53.0
6253a,26.0
27012a,21.0
31705a,45.0
14214a,28.0
14601a,37.0
15089a,53.0
13520a,49.0
11249a,29.0
5452a,56.0
17174a,54.0
3961a,43.0
28034a,61.0
1503a,20.0
10890a,48.0
18225a,31.0
12091a,65.0
12272a,19.0
19200a,35.0
1439a,41.0
6056a,45.0
18806a,31.0
20050a,58.0
30687a,33.0
3651a,18.0
12102a,27.0
7839a,25.0
22331a,69.0
14555a,59.0
30622a,32.0
148a,36.0
20244a,37.0
16053a,51.0
189a,31.0
27492a,21.0
14546a,38.0
342a,38.0
11409a,41.0
19077a,62.0
25560a,33.0
26145a,36.0
12019a,45.0
3977a,67.0
26867a,28.0
19381a,17.0
31535a,45.0
13733a,44.0
5473a,23.0
4405a,47.0
1086a,30.0
20290a,40.0
31967a,53.0
10347a,22.0
25358a,18.0
987a,41.0
9297a,35.0
6105a,57.0
19731a,20.0
31885a,41.0
11804a,41.0
29643a,45.0
18452a,70.0
21065a,42.0
27262a,27.0
14515a,17.0
23366a,64.0
23870a,47.0
16033a,37.0
30848a,32.0
9853a,53.0
18431a,34.0
2116a,21.0
24714a,68.0
28895a,25.0
3790a,33.0
12814a,19.0
23579a,56.0
974a,37.0
32421a,23.0
1385a,37.0
2602a,56.0
29213a,26.0
17610a,79.0
2543a,25.0
21102a,41.0
20573a,35.0
32202a,49.0
29283a,36.0
23985a,21.0
4663a,33.0
584a,27.0
30809a,29.0
413a,33.0
2853a,54.0
29395a,29.0
9216a,38.0
11229a,30.0
17618a,44.0
25524a,29.0
3814a,46.0
16641a,34.0
26567a,30.0
23005a,48.0
19995a,33.0
28189a,38.0
5868a,25.0
23400a,63.0
3879a,51.0
17957a,36.0
9219a,50.0
22177a,22.0
13208a,54.0
17705a,24.0
988a,47.0
30799a,36.0
1522a,47.0
20893a,46.0
5788a,52.0
21460a,26.0
26799a,20.0
2112a,46.0
9010a,31.0
9278a,24.0
24332a,29.0
10609a,28.0
25476a,40.0
18899a,38.0
12998a,22.0
30847a,46.0
17345a,38.0
7682a,30.0
10301a,23.0
28757a,25.0
1650a,59.0
14844a,19.0
26683a,20.0
26472a,25.0
7056a,50.0
2513a,47.0
9273a,29.0
12081a,18.0
31307a,52.0
6147a,53.0
11313a,50.0
13674a,21.0
986a,63.0
13206a,30.0
20328a,55.0
30818a,36.0
24605a,19.0
15903a,45.0
9126a,19.0
27437a,38.0
12096a,18.0
17703a,62.0
19383a,58.0
11936a,33.0
11537a,63.0
1447a,45.0
429a,63.0
13598a,40.0
23500a,37.0
10772a,46.0
11557a,39.0
17794a,31.0
31555a,28.0
23168a,40.0
18407a,50.0
1605a,46.0
19458a,53.0
23748a,19.0
16718a,31.0
2821a,32.0
21642a,52.0
25330a,28.0
18657a,24.0
15174a,28.0
15736a,44.0
6714a,48.0
2164a,61.0
9311a,43.0
12351a,32.0
21107a,43.0
28736a,62.0
229a,75.0
12070a,20.0
31700a,43.0
27124a,23.0
25890a,34.0
24590a,24.0
2258a,20.0
12170a,25.0
18092a,29.0
24796a,29.0
21365a,49.0
3006a,19.0
17879a,19.0
8760a,28.0
28045a,34.0
29709a,30.0
27546a,36.0
5386a,61.0
13454a,25.0
30887a,37.0
26681a,32.0
5661a,56.0
595a,23.0
32533a,34.0
2845a,37.0
22578a,45.0
19018a,33.0
10634a,32.0
14083a,26.0
19474a,36.0
30097a,34.0
9986a,26.0
241a,40.0
19376a,44.0
23471a,27.0
18380a,29.0
20838a,58.0
10824a,23.0
5885a,42.0
26120a,18.0
10488a,27.0
15427a,34.0
23363a,20.0
3705a,34.0
10719a,35.0
4885a,26.0
3542a,39.0
21309a,18.0
6183a,29.0
19457a,29.0
10531a,67.0
32153a,22.0
25930a,44.0
26886a,34.0
25301a,57.0
18947a,29.0
21718a,37.0
16610a,23.0
9177a,20.0
5562a,64.0
1329a,24.0
23703a,33.0
14390a,40.0
10966a,52.0
32111a,33.0
24035a,42.0
21926a,39.0
9345a,34.0
3820a,24.0
17698a,50.0
6088a,19.0
6171a,45.0
6498a,36.0
19591a,20.0
12987a,53.0
14035a,36.0
5375a,55.0
26512a,20.0
6728a,31.0
24074a,47.0
16078a,37.0
21532a,32.0
1814a,22.0
8105a,39.0
16740a,45.0
21036a,25.0
23480a,49.0
5410a,60.0
16324a,59.0
2073a,63.0
15629a,29.0
4011a,22.0
4153a,20.0
27130a,24.0
3159a,59.0
540a,34.0
5507a,20.0
32260a,63.0
3258a,31.0
21355a,46.0
20888a,24.0
1152a,40.0
28528a,27.0
25577a,30.0
10489a,31.0
16916a,30.0
5838a,30.0
7417a,46.0
22905a,36.0
319a,29.0
9231a,34.0
23344a,36.0
29895a,34.0
24433a,31.0
6112a,39.0
19110a,18.0
24514a,32.0
19516a,80.0
27145a,27.0
30494a,33.0
26849a,51.0
18960a,47.0
15918a,23.0
24052a,23.0
29422a,35.0
12385a,29.0
1020a,19.0
26597a,35.0
17577a,33.0
22988a,62.0
29305a,24.0
23181a,33.0
8978a,63.0
5640a,37.0
27815a,28.0
6671a,19.0
18710a,54.0
5690a,32.0
28193a,22.0
2638a,33.0
10889a,25.0
3584a,43.0
3247a,26.0
6191a,21.0
12552a,26.0
24261a,43.0
30735a,49.0
30597a,34.0
18977a,24.0
16498a,75.0
13396a,42.0
662a,35.0
1161a,44.0
23110a,17.0
13003a,26.0
22812a,33.0
28762a,32.0
19050a,28.0
22966a,42.0
28635a,41.0
27027a,19.0
22466a,23.0
19217a,69.0
28202a,43.0
12304a,32.0
28158a,36.0
1352a,32.0
13079a,56.0
20626a,42.0
9796a,32.0
6542a,55.0
9121a,29.0
31586a,21.0
3777a,40.0
9028a,39.0
3791a,47.0
2256a,26.0
21436a,54.0
17087a,45.0
10902a,30.0
26240a,27.0
7613a,20.0
13261a,33.0
1601a,30.0
10736a,30.0
9627a,52.0
22800a,25.0
15601a,58.0
13250a,33.0
27716a,19.0
13203a,37.0
29945a,38.0
159a,29.0
25234a,37.0
24878a,36.0
12254a,20.0
7511a,62.0
8418a,36.0
4148a,66.0
11048a,43.0
6723a,38.0
28630a,61.0
24222a,41.0
24407a,31.0
21375a,44.0
680a,58.0
3318a,45.0
26500a,49.0
17228a,56.0
5197a,40.0
4334a,28.0
32270a,37.0
29140a,40.0
17782a,42.0
21997a,19.0
771a,26.0
23114a,38.0
26842a,25.0
2792a,55.0
12606a,56.0
6479a,43.0
18595a,37.0
10147a,37.0
28159a,23.0
27021a,67.0
30072a,36.0
12650a,33.0
4198a,51.0
5174a,37.0
12468a,47.0
3974a,21.0
28505a,43.0
21216a,51.0
2281a,21.0
25889a,40.0
5751a,47.0
31212a,36.0
31972a,37.0
2515a,29.0
22275a,38.0
3481a,59.0
14522a,27.0
2144a,52.0
13315a,39.0
28249a,46.0
6084a,25.0
3186a,35.0
421a,20.0
15941a,43.0
876a,41.0
8019a,30.0
9968a,61.0
6812a,44.0
15106a,44.0
12263a,57.0
13844a,45.0
17280a,32.0
16898a,40.0
20526a,38.0
21928a,30.0
28213a,35.0
23456a,70.0
19956a,19.0
30545a,24.0
14582a,31.0
27909a,61.0
15129a,42.0
14845a,55.0
7571a,36.0
2396a,25.0
16764a,55.0
25415a,49.0
16133a,47.0
18359a,72.0
908a,24.0
31825a,63.0
622a,45.0
17950a,28.0
18789a,55.0
22376a,46.0
13372a,31.0
13580a,29.0
23554a,53.0
529a,38.0
9866a,44.0
29043a,20.0
20617a,28.0
5487a,38.0
31404a,51.0
25061a,22.0
20693a,60.0
30323a,28.0
25668a,31.0
22806a,24.0
23411a,43.0
15912a,24.0
27174a,19.0
31105a,47.0
26420a,27.0
12954a,26.0
27988a,52.0
9636a,30.0
3840a,62.0
18992a,24.0
11987a,35.0
30781a,29.0
9812a,28.0
26638a,36.0
30638a,32.0
32546a,39.0
10558a,46.0
31361a,41.0
13944a,27.0
12274a,23.0
15135a,25.0
12973a,22.0
3529a,17.0
26289a,24.0
7466a,54.0
20639a,39.0
22754a,28.0
3965a,39.0
9656a,17.0
28502a,52.0
1110a,41.0
1305a,30.0
3714a,41.0
31626a,74.0
28377a,49.0
13268a,32.0
15265a,73.0
24017a,19.0
11091a,57.0
31162a,37.0
3536a,18.0
2701a,56.0
32210a,35.0
14325a,24.0
17154a,36.0
709a,60.0
11848a,35.0
10974a,50.0
16346a,68.0
17110a,25.0
19154a,34.0
30511a,23.0
31683a,52.0
6381a,33.0
2992a,62.0
6862a,48.0
24141a,55.0
13943a,40.0
16522a,44.0
7463a,29.0
24245a,32.0
27530a,31.0
15842a,23.0
22756a,25.0
25839a,25.0
26986a,38.0
9743a,64.0
21263a,18.0
22619a,49.0
176a,27.0
13273a,36.0
21525a,37.0
15499a,55.0
24835a,30.0
23619a,41.0
4030a,44.0
6656a,35.0
26055a,43.0
14201a,24.0
5795a,51.0
21607a,38.0
11035a,36.0
31508a,38.0
3375a,46.0
15677a,25.0
25717a,38.0
17851a,39.0
250a,45.0
8059a,50.0
15167a,47.0
805a,17.0
5253a,24.0
19568a,47.0
3906a,56.0
19258a,40.0
26719a,22.0
31797a,31.0
11835a,33.0
16551a,28.0
27813a,28.0
6398a,38.0
31301a,24.0
16652a,54.0
31985a,41.0
31623a,61.0
11705a,25.0
27544a,30.0
3131a,41.0
935a,37.0
27277a,47.0
8057a,32.0
23098a,36.0
18051a,36.0
15060a,21.0
31609a,50.0
31056a,54.0
7450a,26.0
12288a,29.0
29849a,41.0
20443a,30.0
754a,23.0
20396a,36.0
25914a,46.0
32356a,45.0
28478a,28.0
5295a,77.0
13336a,38.0
9196a,24.0
32365a,45.0
23434a,33.0
4298a,34.0
26765a,20.0
3021a,51.0
24675a,25.0
12159a,41.0
7172a,24.0
3731a,26.0
26702a,48.0
14489a,24.0
19243a,56.0
22962a,46.0
16715a,42.0
31549a,46.0
24320a,44.0
26657a,21.0
14537a,51.0
7048a,59.0
2760a,48.0
29727a,35.0
25442a,60.0
30726a,26.0
29000a,38.0
10381a,38.0
12581a,65.0
7906a,62.0
26926a,27.0
8463a,63.0
25426a,41.0
10742a,26.0
27754a,29.0
18574a,37.0
6219a,30.0
16684a,46.0
29866a,45.0
5914a,18.0
13601a,57.0
16018a,41.0
1714a,38.0
29704a,34.0
21026a,19.0
11426a,17.0
16087a,53.0
22515a,39.0
15969a,38.0
6834a,28.0
20982a,41.0
28307a,41.0
13323a,17.0
20686a,48.0
28509a,35.0
2022a,36.0
2952a,48.0
11488a,54.0
28129a,30.0
5860a,20.0
4414a,20.0
18630a,43.0
17712a,21.0
21699a,32.0
1215a,20.0
9266a,59.0
24692a,46.0
17863a,33.0
4693a,55.0
2165a,47.0
31751a,44.0
7970a,21.0
733a,26.0
16373a,67.0
22968a,25.0
2819a,41.0
6995a,58.0
24467a,26.0
5972a,53.0
21450a,34.0
19164a,19.0
4606a,22.0
19487a,47.0
29349a,28.0
880a,19.0
7241a,26.0
3708a,41.0
23316a,22.0
8603a,24.0
21236a,32.0
6587a,33.0
13356a,20.0
15319a,38.0
23326a,45.0
24616a,47.0
15936a,35.0
22805a,48.0
5311a,40.0
2488a,55.0
5202a,76.0
18292a,34.0
3034a,40.0
29989a,28.0
6726a,41.0
12851a,26.0
7424a,37.0
27864a,54.0
13026a,84.0
16478a,51.0
