Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Years,sales
FDP32,6.65,Low Fat,0.087669485,Fruits and Vegetables,127.2678,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCW54,7.5,Low Fat,0.0,Household,59.2588,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
FDQ25,8.63,Regular,0.047329385,Canned,174.1422,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDQ25,8.63,Regular,0.047329385,Canned,174.1422,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDL15,17.85,Low Fat,0.046824729,Meat,153.6682,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDL15,17.85,Low Fat,0.046824729,Meat,153.6682,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDZ59,"",Regular,0.103517853,Baking Goods,164.95,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDM57,11.65,Regular,0.075834825,Snack Foods,82.9908,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDU19,8.77,Regular,0.0,Fruits and Vegetables,173.6422,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDW12,8.315,Regular,0.035773394,Baking Goods,144.3444,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDQ32,"",Regular,0.046382793,Fruits and Vegetables,122.8388,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDQ32,"",Regular,0.046382793,Fruits and Vegetables,122.8388,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
DRG49,7.81,Low Fat,0.06783685099999999,Soft Drinks,246.1486,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,>2k
NCZ17,12.15,Low Fat,0.0,Health and Hygiene,39.1506,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,<=2k
NCN30,16.35,Low Fat,0.016993203999999998,Household,95.741,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
FDC28,7.905,Low Fat,0.0,Frozen Foods,109.1254,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDN46,7.21,Regular,0.144924795,Snack Foods,100.8332,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCN53,5.175,Low Fat,0.030349723,Health and Hygiene,37.0874,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,<=2k
FDY32,"",Low Fat,0.226284381,Fruits and Vegetables,163.221,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
NCP29,8.42,Low Fat,0.112177581,Health and Hygiene,65.9168,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
NCP29,8.42,Low Fat,0.112177581,Health and Hygiene,65.9168,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
FDN51,17.85,Regular,0.020989307999999998,Meat,260.7936,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDX55,"",Low Fat,0.096658404,Fruits and Vegetables,216.9166,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDA25,16.5,Regular,0.068511103,Canned,103.699,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDP48,7.52,Regular,0.044023213,Baking Goods,183.095,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDP48,7.52,Regular,0.044023213,Baking Goods,183.095,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCB42,11.8,Low Fat,0.008554052,Health and Hygiene,116.9492,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
FDY15,"",Regular,0.170000805,Dairy,155.963,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDR23,15.85,Low Fat,0.081914677,Breads,177.637,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCJ18,12.35,Low Fat,0.16394193699999998,Household,117.0124,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
FDH57,10.895,Low Fat,0.059834024000000006,Fruits and Vegetables,133.5284,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDD51,11.15,Low Fat,0.11993002900000001,Dairy,44.2744,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDZ21,17.6,Regular,0.065649353,Snack Foods,94.84100000000001,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDZ21,17.6,Regular,0.065649353,Snack Foods,94.84100000000001,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDZ21,17.6,Regular,0.065649353,Snack Foods,94.84100000000001,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCJ30,"",Low Fat,0.080249973,Household,168.679,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDO45,13.15,Regular,0.037952777,Snack Foods,89.5856,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDV16,7.75,Regular,0.083268523,Frozen Foods,32.9558,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDC03,8.575,Regular,0.071832909,Dairy,194.1794,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDC03,8.575,Regular,0.071832909,Dairy,194.1794,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDC03,8.575,Regular,0.071832909,Dairy,194.1794,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDV60,20.2,Regular,0.0,Baking Goods,197.21099999999998,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDJ60,19.35,Regular,0.062625641,Baking Goods,165.3184,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDJ60,19.35,Regular,0.062625641,Baking Goods,165.3184,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDD17,7.5,Low Fat,0.0,Frozen Foods,237.7906,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDD08,8.3,Low Fat,0.03555434,Fruits and Vegetables,37.4506,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDD08,8.3,Low Fat,0.03555434,Fruits and Vegetables,37.4506,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
NCU29,"",Low Fat,0.044607722,Health and Hygiene,145.976,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
NCU29,"",Low Fat,0.044607722,Health and Hygiene,145.976,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
FDZ59,6.63,Regular,0.104445322,Baking Goods,167.25,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
NCI29,8.6,Low Fat,0.032687702,Health and Hygiene,140.9154,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
NCI29,8.6,Low Fat,0.032687702,Health and Hygiene,140.9154,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDL03,"",Regular,0.026949462999999996,Meat,197.71099999999998,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDR37,"",Regular,0.065928735,Breakfast,183.0292,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDV28,16.1,Regular,0.159728395,Frozen Foods,34.3558,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDV28,16.1,Regular,0.159728395,Frozen Foods,34.3558,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDV28,16.1,Regular,0.159728395,Frozen Foods,34.3558,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDV28,16.1,Regular,0.159728395,Frozen Foods,34.3558,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCX53,20.1,Low Fat,0.014925407,Health and Hygiene,143.4154,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
FDC59,16.7,Regular,0.091437584,Starchy Foods,64.3168,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDS33,6.67,Regular,0.12332588,Snack Foods,90.2514,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDP08,20.5,Regular,0.112584813,Fruits and Vegetables,192.0478,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDI50,8.42,Regular,0.030905215,Canned,227.6352,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
NCN41,17.0,Low Fat,0.087387669,Health and Hygiene,125.073,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
NCN41,17.0,Low Fat,0.087387669,Health and Hygiene,125.073,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
NCN41,17.0,Low Fat,0.087387669,Health and Hygiene,125.073,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDY50,5.8,Low Fat,0.13169655,Dairy,89.4172,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
NCK19,9.8,Low Fat,0.09083415800000001,Others,192.2478,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,>2k
FDI28,14.3,Low Fat,0.026321701,Frozen Foods,77.6302,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDI28,14.3,Low Fat,0.026321701,Frozen Foods,77.6302,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDO24,11.1,Low Fat,0.176215665,Baking Goods,158.8604,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDC45,17.0,Low Fat,0.136008489,Fruits and Vegetables,171.7106,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDU27,18.6,Regular,0.17174348,Meat,48.8376,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDS09,8.895,Regular,0.08154715,Snack Foods,49.8008,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
DRE13,"",Low Fat,0.027570939,Soft Drinks,86.6198,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
DRE13,"",Low Fat,0.027570939,Soft Drinks,86.6198,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
DRE13,"",Low Fat,0.027570939,Soft Drinks,86.6198,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
FDV15,10.3,Low Fat,0.14676789699999998,Meat,102.3648,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDD26,"",Regular,0.1263349,Canned,184.0924,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDI24,10.3,Low Fat,0.078903499,Baking Goods,177.637,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
NCN41,"",Low Fat,0.091411749,Health and Hygiene,121.37299999999999,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
NCT53,"",Low Fat,0.084245356,Health and Hygiene,164.6526,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
NCD42,16.5,Low Fat,0.012689327,Health and Hygiene,39.7506,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDO37,8.06,Low Fat,0.0,Breakfast,232.7326,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDO37,8.06,Low Fat,0.0,Breakfast,232.7326,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDF45,18.2,Regular,0.012223686999999999,Fruits and Vegetables,57.1904,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDF45,18.2,Regular,0.012223686999999999,Fruits and Vegetables,57.1904,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDL25,6.92,Regular,0.131458247,Breakfast,90.5804,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDL25,6.92,Regular,0.131458247,Breakfast,90.5804,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDK40,7.035,Low Fat,0.021883367999999997,Frozen Foods,263.791,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDU31,10.5,Regular,0.025041737999999997,Fruits and Vegetables,218.7508,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDU31,10.5,Regular,0.025041737999999997,Fruits and Vegetables,218.7508,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
NCQ53,17.6,Low Fat,0.018934719,Health and Hygiene,237.75900000000001,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
FDE39,7.89,Low Fat,0.036127671,Dairy,117.4782,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDE39,7.89,Low Fat,0.036127671,Dairy,117.4782,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDI22,12.6,Low Fat,0.09621243199999999,Snack Foods,207.2612,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDX24,"",Low Fat,0.024387983999999998,Baking Goods,92.4462,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDE09,8.775,Low Fat,0.021647195,Fruits and Vegetables,109.5228,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCM29,11.5,Low Fat,0.01774202,Health and Hygiene,129.6626,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,<=2k
FDQ13,11.1,Low Fat,0.010632751999999999,Canned,82.5908,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDQ13,11.1,Low Fat,0.010632751999999999,Canned,82.5908,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDV25,"",Low Fat,0.079931185,Canned,219.7456,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDJ41,6.85,Low Fat,0.03830192,Frozen Foods,261.2594,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDQ13,"",Low Fat,0.010590075,Canned,84.6908,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDU47,12.8,Regular,0.190569038,Breads,138.7838,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
DRN47,12.1,Low Fat,0.016826748,Hard Drinks,179.166,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,>2k
FDO09,"",Regular,0.0,Snack Foods,262.89099999999996,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDX45,16.75,Low Fat,0.0,Snack Foods,156.16299999999998,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDZ40,8.935,Low Fat,0.040245222000000004,Frozen Foods,54.9298,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
NCJ17,7.68,Low Fat,0.153419412,Health and Hygiene,86.4224,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,<=2k
NCK31,10.895,Low Fat,0.027157955,Others,50.2666,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDH60,"",Regular,0.080346058,Baking Goods,195.71099999999998,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
DRF37,17.25,Low Fat,0.084316691,Soft Drinks,263.39099999999996,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,>2k
FDN21,18.6,Low Fat,0.07679167099999999,Snack Foods,161.0236,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDN21,18.6,Low Fat,0.07679167099999999,Snack Foods,161.0236,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCO29,11.15,Low Fat,0.032438645,Health and Hygiene,163.0526,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
NCO29,11.15,Low Fat,0.032438645,Health and Hygiene,163.0526,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
FDC32,"",Low Fat,0.173527068,Fruits and Vegetables,92.0462,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
DRA12,11.6,Low Fat,0.041112694,Soft Drinks,142.0154,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
FDS23,4.635,Low Fat,0.141686037,Breads,126.9994,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
DRN37,9.6,Low Fat,0.09627919,Soft Drinks,167.3158,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
DRN37,9.6,Low Fat,0.09627919,Soft Drinks,167.3158,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
NCC42,15.0,Low Fat,0.04499948,Health and Hygiene,140.4838,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
DRK35,8.365,Low Fat,0.12025630300000001,Hard Drinks,39.2506,OUT010,"",Tier 3,Grocery Store,Drinks,15,<=2k
DRK35,8.365,Low Fat,0.12025630300000001,Hard Drinks,39.2506,OUT010,"",Tier 3,Grocery Store,Drinks,15,<=2k
DRI23,18.85,Low Fat,0.137755834,Hard Drinks,161.8578,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,>2k
FDB28,6.615,Low Fat,0.093913607,Dairy,198.7426,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDG04,13.1,Low Fat,0.006061565,Frozen Foods,188.9898,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDM08,10.1,Regular,0.053667516,Fruits and Vegetables,223.0088,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDM57,11.65,Regular,0.07600299099999999,Snack Foods,83.4908,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
DRE03,19.6,Low Fat,0.024276035,Dairy,45.3718,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,<=2k
FDW60,5.44,Regular,0.017096552,Baking Goods,178.137,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDW60,5.44,Regular,0.017096552,Baking Goods,178.137,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDZ26,11.6,Regular,0.143897558,Dairy,240.6222,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDX32,"",Regular,0.1748389,Fruits and Vegetables,142.8786,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDE56,"",Regular,0.278730642,Fruits and Vegetables,63.2194,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
DRJ01,6.135,Low Fat,0.11550099900000001,Soft Drinks,161.1236,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
FDC53,8.68,Low Fat,0.01478914,Frozen Foods,97.7384,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCN07,18.5,Low Fat,0.033938279,Others,132.5284,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,<=2k
FDP46,15.35,Low Fat,0.0,Snack Foods,88.28299999999999,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDD56,15.2,Regular,0.10377827,Fruits and Vegetables,175.6054,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDT40,"",Low Fat,0.09533143300000001,Frozen Foods,125.5678,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDV57,15.25,Regular,0.0,Snack Foods,179.766,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDZ09,17.6,Low Fat,0.105472205,Snack Foods,165.6868,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDA07,7.55,Regular,0.030938774,Fruits and Vegetables,121.0072,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDQ01,19.7,Regular,0.160671255,Canned,254.7014,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDO12,15.75,Low Fat,0.05488482099999999,Baking Goods,195.3452,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDX12,18.2,Regular,0.026064486,Baking Goods,241.8196,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDR28,13.85,Regular,0.025936747000000003,Frozen Foods,164.921,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDH57,10.895,Low Fat,0.035949725,Fruits and Vegetables,132.9284,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDH57,10.895,Low Fat,0.035949725,Fruits and Vegetables,132.9284,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDR22,19.35,Regular,0.018667601000000002,Snack Foods,112.9544,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDM33,15.6,Low Fat,0.087646694,Snack Foods,221.5798,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDI34,10.65,Regular,0.085268317,Snack Foods,229.7668,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDI34,10.65,Regular,0.085268317,Snack Foods,229.7668,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDJ26,"",Regular,0.08435471300000001,Canned,215.5218,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDV08,7.35,Low Fat,0.028571132000000003,Fruits and Vegetables,40.8454,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
DRD60,15.7,Low Fat,0.037383778,Soft Drinks,179.7634,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
FDN58,13.8,Regular,0.056872392,Snack Foods,231.1984,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDV48,9.195,Regular,0.051573903,Baking Goods,79.8644,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDA15,9.3,Low Fat,0.016113019,Dairy,248.8092,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDA15,9.3,Low Fat,0.016113019,Dairy,248.8092,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDA15,9.3,Low Fat,0.016113019,Dairy,248.8092,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDI19,15.1,Low Fat,0.052295514,Meat,242.9512,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCP17,19.35,Low Fat,0.02775746,Health and Hygiene,62.5168,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
FDA47,10.5,Regular,0.11733375,Baking Goods,164.12099999999998,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDB56,8.75,Regular,0.074565098,Fruits and Vegetables,186.8556,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDQ47,7.155,Regular,0.169137707,Breads,35.2874,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDQ47,7.155,Regular,0.169137707,Breads,35.2874,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDY39,"",Regular,0.0,Meat,182.0608,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDY39,"",Regular,0.0,Meat,182.0608,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDY36,12.3,Low Fat,0.009429611999999999,Baking Goods,71.33800000000001,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDY36,12.3,Low Fat,0.009429611999999999,Baking Goods,71.33800000000001,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDK22,9.8,Low Fat,0.043663452,Snack Foods,217.185,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDK22,9.8,Low Fat,0.043663452,Snack Foods,217.185,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDI07,"",Regular,0.059110912,Meat,199.3426,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
DRK37,5.0,Low Fat,0.0,Soft Drinks,190.453,OUT010,"",Tier 3,Grocery Store,Drinks,15,<=2k
FDI14,14.1,Low Fat,0.09018502699999999,Canned,140.2496,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDI14,14.1,Low Fat,0.09018502699999999,Canned,140.2496,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDX15,"",Low Fat,0.155541973,Meat,159.7578,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDC47,15.0,Low Fat,0.118868155,Snack Foods,229.4694,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
NCK53,11.6,Low Fat,0.037639672,Health and Hygiene,98.4042,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
NCM07,"",Low Fat,0.06996801799999999,Others,83.9908,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
FDR47,17.85,Low Fat,0.087963415,Breads,193.3794,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDS59,14.8,Regular,0.043885147,Breads,108.757,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDZ27,"",Low Fat,0.0,Dairy,51.235,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDE36,"",Regular,0.0,Baking Goods,165.5868,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDE36,"",Regular,0.0,Baking Goods,165.5868,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDY48,14.0,Low Fat,0.023734872,Baking Goods,103.2332,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCL31,7.39,Low Fat,0.12077096300000001,Others,143.447,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,>2k
FDK15,10.8,Low Fat,0.164724567,Meat,98.4042,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCO53,"",Low Fat,0.174336148,Health and Hygiene,184.0608,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
NCO53,"",Low Fat,0.174336148,Health and Hygiene,184.0608,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDG12,"",Regular,0.006295472,Baking Goods,122.4098,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDI20,"",Low Fat,0.067520165,Fruits and Vegetables,211.3586,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
DRD27,"",Low Fat,0.041740624,Dairy,98.3042,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
FDQ24,15.7,Low Fat,0.073816097,Baking Goods,253.4724,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDY49,17.2,Regular,0.012080016,Canned,164.4184,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDY49,17.2,Regular,0.012080016,Canned,164.4184,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDH50,15.0,Regular,0.162093059,Canned,182.5266,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDS40,"",Low Fat,0.024546147999999997,Frozen Foods,34.619,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDZ60,"",Low Fat,0.118783796,Baking Goods,108.5596,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDL22,"",Low Fat,0.036213953,Snack Foods,92.5488,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDL22,"",Low Fat,0.036213953,Snack Foods,92.5488,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
DRB24,8.785,Low Fat,0.020693619,Soft Drinks,153.1656,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,<=2k
DRB24,8.785,Low Fat,0.020693619,Soft Drinks,153.1656,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,<=2k
DRI51,"",Low Fat,0.042037073,Dairy,172.6764,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
DRI51,"",Low Fat,0.042037073,Dairy,172.6764,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
FDB40,17.5,Regular,0.012620221000000001,Dairy,144.8102,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDB40,17.5,Regular,0.012620221000000001,Dairy,144.8102,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDO15,16.75,Regular,0.008615000000000001,Meat,72.4038,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
NCD54,"",Low Fat,0.050790917000000005,Household,142.7786,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
