ifa,age,workclass,fnlwgt,education,income,dt_1,dt_2
24449a,22,Private,239098,HS-grad,<=50K,5/13/20 10:36,5/25/20 10:36
24450a,27,Private,167501,Bachelors,<=50K,5/13/20 11:28,5/22/20 11:28
24451a,35,Private,77146,Bachelors,>50K,5/13/20 11:30,5/23/20 11:30
24452a,47,Private,82797,Bachelors,<=50K,5/13/20 11:45,5/17/20 11:45
24453a,33,Self-emp-not-inc,134886,Bachelors,>50K,5/13/20 12:13,5/21/20 12:13
24454a,40,Self-emp-inc,218558,Bachelors,>50K,5/13/20 12:43,5/18/20 12:43
24455a,38,Private,207568,Bachelors,>50K,5/13/20 13:15,5/21/20 13:15
24456a,26,Private,196899,Assoc-acdm,<=50K,5/13/20 13:23,5/16/20 13:23
24457a,54,Self-emp-not-inc,200960,Bachelors,>50K,5/13/20 14:00,5/22/20 14:00
24458a,39,Private,188069,Bachelors,<=50K,5/13/20 14:36,5/17/20 14:36
24459a,60,Private,232337,7th-8th,<=50K,5/13/20 14:55,5/23/20 14:55
24460a,32,Private,98656,Masters,<=50K,5/13/20 16:12,5/20/20 16:12
24461a,19,State-gov,194260,Some-college,<=50K,5/13/20 16:21,5/22/20 16:21
24462a,49,?,481987,HS-grad,<=50K,5/13/20 16:54,5/15/20 16:54
24463a,31,Private,234976,11th,<=50K,5/13/20 17:09,5/25/20 17:09
24464a,29,Private,349116,HS-grad,<=50K,5/13/20 17:36,5/15/20 17:36
24465a,39,Private,175390,HS-grad,<=50K,5/13/20 17:50,5/17/20 17:50
24466a,42,Private,187720,Masters,>50K,5/13/20 18:06,5/19/20 18:06
24467a,26,Private,214637,HS-grad,<=50K,5/13/20 18:34,5/20/20 18:34
24468a,27,Private,185127,Assoc-voc,<=50K,5/13/20 18:56,5/17/20 18:56
24469a,52,Private,98752,,<=50K,5/13/20 19:15,5/22/20 19:15
24470a,50,Local-gov,218382,Some-college,<=50K,5/13/20 19:19,5/21/20 19:19
24471a,51,Private,153486,HS-grad,>50K,5/13/20 19:23,5/23/20 19:23
24472a,51,Federal-gov,174102,HS-grad,>50K,5/13/20 19:59,5/17/20 19:59
24473a,40,Private,137142,HS-grad,>50K,5/13/20 20:14,5/17/20 20:14
24474a,61,Private,241013,7th-8th,<=50K,5/13/20 20:25,5/18/20 20:25
24475a,35,Private,267798,HS-grad,<=50K,5/13/20 20:52,5/19/20 20:52
24476a,41,?,152880,HS-grad,<=50K,5/13/20 21:15,5/25/20 21:15
24477a,31,Private,263561,Masters,>50K,5/13/20 21:21,5/16/20 21:21
24478a,43,Private,113324,HS-grad,>50K,5/13/20 21:26,5/25/20 21:26
24479a,20,Private,39764,HS-grad,<=50K,5/13/20 22:03,5/17/20 22:03
24480a,35,Private,172186,Some-college,<=50K,5/13/20 22:22,5/17/20 22:22
24481a,30,Private,460408,Some-college,<=50K,5/13/20 22:35,5/23/20 22:35
24482a,42,Self-emp-not-inc,185129,Prof-school,>50K,5/13/20 22:59,5/21/20 22:59
24483a,51,Private,61270,HS-grad,>50K,5/13/20 23:05,5/15/20 23:05
24484a,39,Self-emp-inc,124685,Masters,>50K,5/14/20 0:32,5/18/20 0:32
24485a,69,Self-emp-not-inc,76968,,<=50K,5/14/20 0:46,5/22/20 0:46
24486a,63,?,310396,,>50K,5/14/20 0:59,5/16/20 0:59
24487a,29,Federal-gov,37933,Some-college,<=50K,5/14/20 1:02,5/24/20 1:02
24488a,21,Private,38772,Some-college,<=50K,5/14/20 1:33,5/25/20 1:33
24489a,24,Private,172496,Bachelors,<=50K,5/14/20 1:36,5/26/20 1:36
24490a,55,Private,306164,HS-grad,<=50K,5/14/20 1:55,5/16/20 1:55
24491a,42,Self-emp-not-inc,33795,HS-grad,<=50K,5/14/20 2:00,5/20/20 2:00
24492a,48,Private,47686,11th,<=50K,5/14/20 2:10,5/23/20 2:10
24493a,31,Private,193132,Bachelors,<=50K,5/14/20 2:59,5/24/20 2:59
24494a,52,Private,400004,Assoc-voc,>50K,5/14/20 3:10,5/16/20 3:10
24495a,30,Private,101283,Some-college,<=50K,5/14/20 3:16,5/23/20 3:16
24496a,29,Private,192384,HS-grad,<=50K,5/14/20 3:20,5/21/20 3:20
24497a,32,Private,113838,Some-college,<=50K,5/14/20 3:45,5/17/20 3:45
24498a,47,Private,278322,Some-college,>50K,5/14/20 3:53,5/26/20 3:53
24499a,56,Private,199713,,<=50K,5/14/20 3:57,5/25/20 3:57
24500a,40,Private,236021,Some-college,<=50K,5/14/20 4:03,5/23/20 4:03
24501a,20,Private,138938,Some-college,<=50K,5/14/20 4:28,5/16/20 4:28
24502a,36,Private,126946,Some-college,<=50K,5/14/20 4:29,5/24/20 4:29
24503a,45,Private,44791,Bachelors,<=50K,5/14/20 4:47,5/23/20 4:47
24504a,38,Private,31964,,<=50K,5/14/20 5:04,5/23/20 5:04
24505a,60,State-gov,352156,Prof-school,>50K,5/14/20 5:05,5/25/20 5:05
24506a,70,Self-emp-not-inc,205860,Masters,<=50K,5/14/20 5:19,5/17/20 5:19
24507a,21,Private,113106,Some-college,<=50K,5/14/20 5:23,5/23/20 5:23
24508a,57,Private,89182,HS-grad,<=50K,5/14/20 5:35,5/22/20 5:35
24509a,33,Private,250782,HS-grad,<=50K,5/14/20 5:46,5/21/20 5:46
24510a,37,Private,193855,HS-grad,<=50K,5/14/20 6:01,5/21/20 6:01
24511a,50,Self-emp-not-inc,132716,Prof-school,>50K,5/14/20 6:15,5/17/20 6:15
24512a,68,Private,218637,Some-college,>50K,5/14/20 6:15,5/16/20 6:15
24513a,28,Private,177955,11th,<=50K,5/14/20 6:30,5/19/20 6:30
24514a,32,Private,198660,Some-college,<=50K,5/14/20 6:36,5/21/20 6:36
24515a,30,Private,207937,Prof-school,>50K,5/14/20 6:38,5/18/20 6:38
24516a,18,Private,168740,11th,<=50K,5/14/20 6:40,5/17/20 6:40
24517a,45,Private,199625,Some-college,<=50K,5/14/20 6:57,5/21/20 6:57
24518a,22,Private,213902,HS-grad,<=50K,5/14/20 7:12,5/23/20 7:12
24519a,38,Private,208379,Bachelors,<=50K,5/14/20 7:15,5/19/20 7:15
24520a,37,Private,113120,Assoc-voc,<=50K,5/14/20 7:15,5/21/20 7:15
24521a,23,Private,57827,Bachelors,<=50K,5/14/20 7:16,5/26/20 7:16
24522a,59,Private,515712,7th-8th,<=50K,5/14/20 7:26,5/24/20 7:26
24523a,48,Self-emp-inc,54190,Prof-school,>50K,5/14/20 7:29,5/17/20 7:29
24524a,53,Self-emp-inc,134793,Some-college,>50K,5/14/20 7:34,5/20/20 7:34
24525a,18,Private,396270,HS-grad,<=50K,5/14/20 7:59,5/22/20 7:59
24526a,30,Private,231620,Bachelors,<=50K,5/14/20 8:00,5/23/20 8:00
24527a,50,Private,174655,Some-college,>50K,5/14/20 8:04,5/20/20 8:04
24528a,63,?,97823,11th,<=50K,5/14/20 8:35,5/20/20 8:35
24529a,38,Self-emp-not-inc,344480,HS-grad,<=50K,5/14/20 8:44,5/26/20 8:44
24530a,48,Private,176732,,<=50K,5/14/20 8:46,5/17/20 8:46
24531a,60,Private,143932,HS-grad,<=50K,5/14/20 8:52,5/21/20 8:52
24532a,46,Private,551962,HS-grad,<=50K,5/14/20 9:16,5/21/20 9:16
24533a,30,?,298577,HS-grad,<=50K,5/14/20 9:25,5/26/20 9:25
24534a,39,Private,257942,Bachelors,>50K,5/14/20 9:26,5/19/20 9:26
24535a,55,Local-gov,253062,Some-college,>50K,5/14/20 9:41,5/25/20 9:41
24536a,17,Private,193748,11th,<=50K,5/14/20 9:59,5/24/20 9:59
24537a,46,Private,368561,Bachelors,>50K,5/14/20 10:08,5/25/20 10:08
24538a,50,Private,192964,HS-grad,<=50K,5/14/20 10:09,5/25/20 10:09
24539a,32,Private,217304,Bachelors,<=50K,5/14/20 10:23,5/26/20 10:23
24540a,18,Private,120029,HS-grad,<=50K,5/14/20 10:30,5/20/20 10:30
24541a,34,Private,62124,HS-grad,<=50K,5/14/20 10:46,5/17/20 10:46
24542a,50,Private,94885,Bachelors,>50K,5/14/20 11:11,5/17/20 11:11
24543a,32,Private,192565,11th,<=50K,5/14/20 11:16,5/22/20 11:16
24544a,23,Local-gov,220912,Bachelors,<=50K,5/14/20 11:24,5/17/20 11:24
24545a,26,Private,184120,Bachelors,<=50K,5/14/20 12:14,5/26/20 12:14
24546a,46,Private,140782,Assoc-acdm,<=50K,5/14/20 13:02,5/25/20 13:02
24547a,43,Self-emp-inc,170785,Some-college,<=50K,5/14/20 13:14,5/25/20 13:14
24548a,32,Private,90705,HS-grad,>50K,5/14/20 13:19,5/18/20 13:19
24549a,37,State-gov,108293,Assoc-acdm,<=50K,5/14/20 13:29,5/23/20 13:29
24550a,48,Private,168283,Some-college,>50K,5/14/20 14:19,5/19/20 14:19
24551a,28,Private,339372,Bachelors,<=50K,5/14/20 15:22,5/23/20 15:22
24552a,43,Private,193672,HS-grad,<=50K,5/14/20 15:36,5/25/20 15:36
24553a,51,Local-gov,143865,10th,<=50K,5/14/20 15:42,5/21/20 15:42
24554a,30,Private,209317,HS-grad,<=50K,5/14/20 15:57,5/16/20 15:57
24555a,34,State-gov,204461,Masters,>50K,5/14/20 15:57,5/20/20 15:57
24556a,34,Private,137088,HS-grad,<=50K,5/14/20 15:59,5/24/20 15:59
24557a,41,Private,149102,Bachelors,>50K,5/14/20 16:06,5/21/20 16:06
24558a,53,Private,182855,10th,<=50K,5/14/20 16:14,5/21/20 16:14
24559a,42,Private,572751,Preschool,<=50K,5/14/20 16:28,5/25/20 16:28
24560a,18,Private,83451,HS-grad,<=50K,5/14/20 17:25,5/25/20 17:25
24561a,81,Private,98116,Bachelors,>50K,5/14/20 17:33,5/22/20 17:33
24562a,40,Private,119225,Assoc-voc,<=50K,5/14/20 17:37,5/23/20 17:37
24563a,26,Private,134888,Bachelors,<=50K,5/14/20 17:38,5/20/20 17:38
24564a,20,Private,745817,Some-college,<=50K,5/14/20 18:44,5/20/20 18:44
24565a,41,Private,88368,HS-grad,<=50K,5/14/20 19:04,5/21/20 19:04
24566a,49,State-gov,122066,Masters,>50K,5/14/20 19:26,5/18/20 19:26
24567a,22,Private,363219,Some-college,<=50K,5/14/20 19:46,5/19/20 19:46
24568a,46,Private,84402,Bachelors,>50K,5/14/20 19:51,5/22/20 19:51
24569a,56,Private,34626,Some-college,<=50K,5/14/20 19:59,5/17/20 19:59
24570a,35,Private,150042,HS-grad,>50K,5/14/20 20:19,5/26/20 20:19
24571a,34,Private,48014,Bachelors,<=50K,5/14/20 20:20,5/16/20 20:20
24572a,29,Local-gov,177398,Masters,>50K,5/14/20 20:47,5/25/20 20:47
24573a,28,Private,373698,12th,<=50K,5/14/20 20:47,5/17/20 20:47
24574a,35,Private,422933,Bachelors,<=50K,5/14/20 21:02,5/23/20 21:02
24575a,29,Private,131088,Some-college,<=50K,5/14/20 21:07,5/16/20 21:07
24576a,21,Private,178255,Some-college,<=50K,5/14/20 21:08,5/23/20 21:08
24577a,52,Self-emp-not-inc,129311,Some-college,>50K,5/14/20 21:16,5/19/20 21:16
24578a,45,Private,473171,HS-grad,<=50K,5/14/20 21:19,5/20/20 21:19
24579a,43,Private,236985,HS-grad,<=50K,5/14/20 21:21,5/19/20 21:21
24580a,35,?,226379,HS-grad,<=50K,5/14/20 21:37,5/21/20 21:37
24581a,21,?,277700,Some-college,<=50K,5/14/20 21:43,5/21/20 21:43
24582a,35,Private,207568,10th,<=50K,5/14/20 21:44,5/25/20 21:44
24583a,30,Private,85708,HS-grad,<=50K,5/14/20 21:45,5/20/20 21:45
24584a,45,Private,98765,HS-grad,<=50K,5/14/20 22:15,5/25/20 22:15
24585a,29,Private,192283,Some-college,<=50K,5/14/20 22:31,5/16/20 22:31
24586a,29,State-gov,271012,10th,<=50K,5/14/20 22:33,5/22/20 22:33
24587a,33,Private,189265,Bachelors,<=50K,5/14/20 22:50,5/16/20 22:50
24588a,17,Private,321880,10th,<=50K,5/14/20 22:57,5/18/20 22:57
24589a,52,Private,177465,HS-grad,<=50K,5/14/20 23:18,5/25/20 23:18
24590a,24,Private,127647,Some-college,<=50K,5/14/20 23:18,5/24/20 23:18
24591a,32,State-gov,119033,HS-grad,>50K,5/14/20 23:18,5/23/20 23:18
24592a,40,Private,289748,Bachelors,<=50K,5/14/20 23:28,5/16/20 23:28
24593a,32,Private,209317,HS-grad,<=50K,5/14/20 23:40,5/16/20 23:40
24594a,33,Private,284531,Bachelors,<=50K,5/15/20 0:04,5/25/20 0:04
24595a,30,Private,251120,7th-8th,<=50K,5/15/20 0:08,5/26/20 0:08
24596a,28,Private,113870,HS-grad,<=50K,5/15/20 0:13,5/21/20 0:13
24597a,62,Without-pay,170114,Assoc-acdm,<=50K,5/15/20 0:14,5/21/20 0:14
24598a,46,Local-gov,121124,Bachelors,>50K,5/15/20 0:31,5/27/20 0:31
24599a,32,Private,328199,Assoc-voc,<=50K,5/15/20 0:33,5/17/20 0:33
24600a,26,Private,206307,HS-grad,>50K,5/15/20 0:35,5/22/20 0:35
24601a,41,Self-emp-inc,236021,Bachelors,>50K,5/15/20 0:56,5/22/20 0:56
24602a,57,Federal-gov,170603,Some-college,>50K,5/15/20 0:59,5/21/20 0:59
24603a,52,Private,74275,Some-college,>50K,5/15/20 1:13,5/21/20 1:13
24604a,35,Self-emp-not-inc,112271,Bachelors,>50K,5/15/20 1:37,5/20/20 1:37
24605a,19,Private,118306,HS-grad,<=50K,5/15/20 1:51,5/27/20 1:51
24606a,49,Private,126754,Bachelors,>50K,5/15/20 2:51,5/27/20 2:51
24607a,47,Private,267205,Assoc-voc,>50K,5/15/20 2:53,5/23/20 2:53
24608a,38,Private,205359,11th,<=50K,5/15/20 3:42,5/25/20 3:42
24609a,30,Private,398662,HS-grad,<=50K,5/15/20 4:02,5/27/20 4:02
24610a,32,Private,202498,11th,<=50K,5/15/20 4:31,5/19/20 4:31
24611a,32,Private,105650,HS-grad,>50K,5/15/20 4:54,5/26/20 4:54
24612a,46,Private,191204,Assoc-voc,<=50K,5/15/20 5:08,5/20/20 5:08
24613a,22,Private,56582,HS-grad,<=50K,5/15/20 5:15,5/19/20 5:15
24614a,47,Local-gov,51579,Some-college,<=50K,5/15/20 5:15,5/22/20 5:15
24615a,57,Self-emp-not-inc,152030,Some-college,>50K,5/15/20 6:13,5/17/20 6:13
24616a,47,Private,227310,Some-college,<=50K,5/15/20 6:13,5/21/20 6:13
24617a,41,Private,55854,Bachelors,>50K,5/15/20 6:14,5/18/20 6:14
24618a,36,Local-gov,28996,HS-grad,<=50K,5/15/20 6:25,5/27/20 6:25
24619a,32,Private,160634,Bachelors,<=50K,5/15/20 6:33,5/24/20 6:33
24620a,37,Private,222450,11th,<=50K,5/15/20 6:52,5/20/20 6:52
24621a,36,Self-emp-inc,180419,HS-grad,<=50K,5/15/20 7:16,5/18/20 7:16
24622a,64,Private,116084,HS-grad,<=50K,5/15/20 7:21,5/23/20 7:21
24623a,17,Private,202521,10th,<=50K,5/15/20 7:24,5/27/20 7:24
24624a,23,Private,186014,Some-college,<=50K,5/15/20 7:50,5/18/20 7:50
24625a,40,Private,88368,Some-college,<=50K,5/15/20 8:30,5/19/20 8:30
24626a,42,State-gov,190044,Bachelors,>50K,5/15/20 8:31,5/17/20 8:31
24627a,37,Self-emp-not-inc,35330,HS-grad,<=50K,5/15/20 8:56,5/22/20 8:56
24628a,35,Federal-gov,84848,Some-college,<=50K,5/15/20 8:59,5/17/20 8:59
24629a,56,Self-emp-not-inc,176280,HS-grad,<=50K,5/15/20 9:02,5/19/20 9:02
24630a,52,Private,145271,Bachelors,<=50K,5/15/20 9:10,5/24/20 9:10
24631a,37,Local-gov,108320,Bachelors,>50K,5/15/20 9:10,5/24/20 9:10
24632a,48,State-gov,106377,Doctorate,>50K,5/15/20 9:24,5/21/20 9:24
24633a,24,Private,258730,HS-grad,<=50K,5/15/20 9:36,5/26/20 9:36
24634a,33,Private,58305,Assoc-voc,<=50K,5/15/20 10:35,5/27/20 10:35
24635a,39,Private,341672,Assoc-voc,<=50K,5/15/20 10:43,5/24/20 10:43
24636a,34,Private,176648,HS-grad,<=50K,5/15/20 11:07,5/22/20 11:07
24637a,24,?,32616,Bachelors,<=50K,5/15/20 11:26,5/26/20 11:26
24638a,23,Private,481175,Some-college,<=50K,5/15/20 11:50,5/26/20 11:50
24639a,49,Private,187454,HS-grad,>50K,5/15/20 12:18,5/17/20 12:18
24640a,18,Private,25837,HS-grad,<=50K,5/15/20 12:28,5/26/20 12:28
24641a,20,Private,385077,12th,<=50K,5/15/20 12:50,5/23/20 12:50
24642a,54,Private,68985,Masters,>50K,5/15/20 12:59,5/23/20 12:59
24643a,19,Private,181572,Some-college,<=50K,5/15/20 13:04,5/22/20 13:04
24644a,53,Private,23698,HS-grad,>50K,5/15/20 13:12,5/25/20 13:12
24645a,34,?,268127,12th,<=50K,5/15/20 13:34,5/24/20 13:34
24646a,28,Private,162298,HS-grad,<=50K,5/15/20 13:44,5/27/20 13:44
24647a,35,Private,144608,HS-grad,<=50K,5/15/20 13:46,5/21/20 13:46
24648a,20,Private,250630,Some-college,<=50K,5/15/20 13:58,5/20/20 13:58
24649a,31,Private,150441,Some-college,<=50K,5/15/20 13:59,5/23/20 13:59
24650a,37,Private,189251,Doctorate,<=50K,5/15/20 14:25,5/26/20 14:25
24651a,64,Private,260082,12th,<=50K,5/15/20 15:01,5/25/20 15:01
24652a,42,Private,139126,Some-college,>50K,5/15/20 15:30,5/17/20 15:30
24653a,27,Private,50132,Some-college,<=50K,5/15/20 15:39,5/27/20 15:39
24654a,36,Self-emp-not-inc,167691,Some-college,<=50K,5/15/20 16:13,5/19/20 16:13
24655a,36,Private,77820,Some-college,>50K,5/15/20 16:26,5/27/20 16:26
24656a,23,Private,156513,HS-grad,<=50K,5/15/20 16:53,5/21/20 16:53
24657a,46,Private,248059,HS-grad,<=50K,5/15/20 17:05,5/24/20 17:05
24658a,24,Private,283092,11th,<=50K,5/15/20 17:07,5/20/20 17:07
24659a,22,Private,175883,HS-grad,<=50K,5/15/20 17:10,5/23/20 17:10
24660a,62,Private,232308,Bachelors,>50K,5/15/20 17:17,5/17/20 17:17
24661a,19,Private,269991,HS-grad,<=50K,5/15/20 18:12,5/19/20 18:12
24662a,20,Private,305446,HS-grad,<=50K,5/15/20 18:15,5/22/20 18:15
24663a,47,Private,120781,Masters,>50K,5/15/20 18:20,5/25/20 18:20
24664a,57,Private,78707,HS-grad,<=50K,5/15/20 18:42,5/25/20 18:42
24665a,19,Private,351802,HS-grad,<=50K,5/15/20 18:48,5/25/20 18:48
24666a,37,Local-gov,196529,Masters,>50K,5/15/20 19:35,5/24/20 19:35
24667a,35,Self-emp-inc,175769,HS-grad,>50K,5/15/20 20:00,5/25/20 20:00
24668a,17,Private,153021,12th,<=50K,5/15/20 20:13,5/23/20 20:13
24669a,36,Local-gov,331902,Some-college,<=50K,5/15/20 20:14,5/21/20 20:14
24670a,50,Private,279461,Some-college,>50K,5/15/20 20:45,5/24/20 20:45
24671a,35,Private,145704,HS-grad,<=50K,5/15/20 21:30,5/21/20 21:30
24672a,27,State-gov,205499,Doctorate,<=50K,5/15/20 21:31,5/20/20 21:31
24673a,28,Private,293926,HS-grad,<=50K,5/15/20 21:44,5/21/20 21:44
24674a,29,Self-emp-not-inc,69132,Prof-school,>50K,5/15/20 21:46,5/25/20 21:46
24675a,25,Private,113099,HS-grad,<=50K,5/15/20 22:29,5/26/20 22:29
24676a,47,Self-emp-inc,206947,Assoc-acdm,<=50K,5/15/20 23:14,5/24/20 23:14
24677a,29,State-gov,159782,Masters,>50K,5/15/20 23:23,5/22/20 23:23
24678a,19,Private,410543,HS-grad,<=50K,5/15/20 23:26,5/17/20 23:26
24679a,49,Private,34446,Some-college,<=50K,5/15/20 23:32,5/20/20 23:32
24680a,31,Private,209101,Prof-school,>50K,5/15/20 23:48,5/18/20 23:48
24681a,43,Federal-gov,95902,Assoc-acdm,<=50K,5/15/20 23:57,5/21/20 23:57
24682a,56,Self-emp-not-inc,214323,11th,<=50K,5/16/20 0:03,5/20/20 0:03
24683a,42,Private,236323,HS-grad,<=50K,5/16/20 0:06,5/22/20 0:06
24684a,45,Federal-gov,201127,Some-college,>50K,5/16/20 0:26,5/28/20 0:26
24685a,40,Private,142886,Bachelors,<=50K,5/16/20 0:36,5/24/20 0:36
24686a,44,Private,77313,Some-college,<=50K,5/16/20 0:39,5/24/20 0:39
24687a,17,?,212125,10th,<=50K,5/16/20 0:46,5/27/20 0:46
24688a,36,Private,187098,HS-grad,<=50K,5/16/20 0:50,5/24/20 0:50
24689a,19,Private,196857,Some-college,<=50K,5/16/20 0:51,5/20/20 0:51
24690a,53,Local-gov,155314,HS-grad,>50K,5/16/20 1:01,5/26/20 1:01
24691a,72,Self-emp-not-inc,203289,Some-college,<=50K,5/16/20 1:15,5/19/20 1:15
24692a,46,Private,117059,Assoc-voc,<=50K,5/16/20 1:30,5/19/20 1:30
24693a,33,Private,178587,Some-college,<=50K,5/16/20 1:35,5/26/20 1:35
24694a,22,Private,82393,,<=50K,5/16/20 1:50,5/19/20 1:50
24695a,17,?,145258,11th,<=50K,5/16/20 2:30,5/18/20 2:30
24696a,41,Private,185145,HS-grad,>50K,5/16/20 2:36,5/24/20 2:36
24697a,46,Private,72896,,<=50K,5/16/20 2:42,5/21/20 2:42
24698a,33,Private,134886,HS-grad,<=50K,5/16/20 2:49,5/20/20 2:49
24699a,32,Private,223212,Preschool,<=50K,5/16/20 2:50,5/24/20 2:50
24700a,52,Self-emp-not-inc,174752,HS-grad,<=50K,5/16/20 2:52,5/28/20 2:52
24701a,27,Private,230563,HS-grad,<=50K,5/16/20 2:55,5/24/20 2:55
24702a,48,State-gov,353824,HS-grad,>50K,5/16/20 3:25,5/26/20 3:25
24703a,22,Private,117363,Some-college,<=50K,5/16/20 3:48,5/18/20 3:48
24704a,25,Private,285367,HS-grad,<=50K,5/16/20 3:49,5/18/20 3:49
24705a,60,?,139391,HS-grad,<=50K,5/16/20 3:51,5/25/20 3:51
24706a,38,Private,198170,Assoc-voc,<=50K,5/16/20 4:04,5/22/20 4:04
24707a,37,Private,38948,HS-grad,<=50K,5/16/20 4:06,5/27/20 4:06
24708a,49,Private,188515,Some-college,<=50K,5/16/20 4:12,5/18/20 4:12
24709a,40,Self-emp-not-inc,177810,Bachelors,<=50K,5/16/20 4:28,5/27/20 4:28
24710a,48,Private,188432,HS-grad,>50K,5/16/20 4:45,5/22/20 4:45
24711a,31,Private,178506,Some-college,<=50K,5/16/20 5:02,5/24/20 5:02
24712a,40,Self-emp-not-inc,129298,HS-grad,<=50K,5/16/20 5:06,5/27/20 5:06
24713a,25,Private,165315,HS-grad,<=50K,5/16/20 5:13,5/20/20 5:13
24714a,68,Private,117236,Bachelors,>50K,5/16/20 5:28,5/25/20 5:28
24715a,18,?,172214,HS-grad,<=50K,5/16/20 6:08,5/21/20 6:08
24716a,19,Private,63434,12th,<=50K,5/16/20 6:09,5/21/20 6:09
24717a,35,Self-emp-inc,140854,HS-grad,<=50K,5/16/20 6:16,5/18/20 6:16
24718a,28,Private,133043,HS-grad,<=50K,5/16/20 6:17,5/18/20 6:17
24719a,53,Private,113176,HS-grad,<=50K,5/16/20 6:19,5/25/20 6:19
24720a,33,Private,259301,Some-college,<=50K,5/16/20 6:27,5/23/20 6:27
24721a,20,Private,196643,HS-grad,<=50K,5/16/20 6:28,5/19/20 6:28
24722a,45,Self-emp-not-inc,364365,Bachelors,<=50K,5/16/20 6:31,5/18/20 6:31
24723a,36,Private,269318,Bachelors,>50K,5/16/20 6:34,5/20/20 6:34
24724a,34,Private,108454,Some-college,<=50K,5/16/20 6:37,5/20/20 6:37
24725a,32,Private,171637,Some-college,<=50K,5/16/20 6:43,5/18/20 6:43
24726a,19,Private,183589,Some-college,<=50K,5/16/20 6:55,5/22/20 6:55
24727a,24,Private,107801,HS-grad,<=50K,5/16/20 6:59,5/19/20 6:59
24728a,34,Private,179877,Some-college,>50K,5/16/20 7:07,5/19/20 7:07
24729a,32,Private,168981,HS-grad,<=50K,5/16/20 7:23,5/19/20 7:23
24730a,37,Private,120590,HS-grad,>50K,5/16/20 7:26,5/28/20 7:26
24731a,31,Private,310773,Some-college,<=50K,5/16/20 7:34,5/24/20 7:34
24732a,21,Private,197050,Some-college,<=50K,5/16/20 7:52,5/25/20 7:52
24733a,47,Private,159726,HS-grad,>50K,5/16/20 8:04,5/25/20 8:04
24734a,23,Private,210797,Some-college,<=50K,5/16/20 8:12,5/23/20 8:12
24735a,33,Private,55291,Masters,>50K,5/16/20 8:59,5/20/20 8:59
24736a,60,?,141221,Bachelors,<=50K,5/16/20 8:59,5/21/20 8:59
24737a,17,Private,276718,HS-grad,<=50K,5/16/20 9:06,5/21/20 9:06
24738a,67,Private,336163,HS-grad,<=50K,5/16/20 9:08,5/28/20 9:08
24739a,57,Private,112840,Masters,>50K,5/16/20 9:10,5/26/20 9:10
24740a,17,Private,165918,11th,<=50K,5/16/20 9:10,5/25/20 9:10
24741a,53,Private,165745,HS-grad,<=50K,5/16/20 9:40,5/21/20 9:40
24742a,25,Self-emp-not-inc,259299,Some-college,>50K,5/16/20 9:43,5/22/20 9:43
24743a,24,State-gov,197731,HS-grad,>50K,5/16/20 9:52,5/27/20 9:52
24744a,48,Self-emp-not-inc,197702,Some-college,<=50K,5/16/20 10:06,5/28/20 10:06
24745a,51,Private,162238,Masters,>50K,5/16/20 10:06,5/19/20 10:06
24746a,38,Private,213260,HS-grad,<=50K,5/16/20 10:27,5/23/20 10:27
24747a,51,Private,53833,HS-grad,>50K,5/16/20 10:35,5/28/20 10:35
24748a,18,Private,89419,HS-grad,<=50K,5/16/20 10:47,5/20/20 10:47
24749a,23,Private,119704,Some-college,<=50K,5/16/20 11:05,5/25/20 11:05
24750a,42,Private,433170,Some-college,>50K,5/16/20 11:44,5/27/20 11:44
24751a,34,Private,182714,HS-grad,<=50K,5/16/20 11:55,5/24/20 11:55
24752a,39,Private,172538,HS-grad,<=50K,5/16/20 12:23,5/20/20 12:23
24753a,20,?,220115,HS-grad,<=50K,5/16/20 12:42,5/27/20 12:42
24754a,39,Private,158956,Some-college,<=50K,5/16/20 12:57,5/22/20 12:57
24755a,21,Self-emp-not-inc,25631,Some-college,<=50K,5/16/20 13:46,5/21/20 13:46
24756a,26,Private,476558,7th-8th,<=50K,5/16/20 14:18,5/25/20 14:18
24757a,54,Federal-gov,35576,Some-college,<=50K,5/16/20 14:46,5/22/20 14:46
24758a,34,Private,203463,Some-college,<=50K,5/16/20 14:51,5/18/20 14:51
24759a,32,State-gov,317647,HS-grad,<=50K,5/16/20 15:15,5/19/20 15:15
24760a,59,Self-emp-not-inc,170411,7th-8th,<=50K,5/16/20 15:47,5/21/20 15:47
24761a,24,?,174182,11th,<=50K,5/16/20 16:17,5/21/20 16:17
24762a,54,Private,220055,Bachelors,<=50K,5/16/20 16:34,5/21/20 16:34
24763a,54,Private,231482,Bachelors,<=50K,5/16/20 16:36,5/18/20 16:36
24764a,67,Private,335979,HS-grad,<=50K,5/16/20 16:47,5/21/20 16:47
24765a,33,Private,279173,HS-grad,<=50K,5/16/20 17:44,5/20/20 17:44
24766a,37,Private,89559,HS-grad,<=50K,5/16/20 17:44,5/22/20 17:44
24767a,47,Private,161950,Bachelors,<=50K,5/16/20 17:51,5/21/20 17:51
24768a,51,Private,131068,HS-grad,<=50K,5/16/20 18:46,5/19/20 18:46
24769a,45,Private,219632,HS-grad,<=50K,5/16/20 18:52,5/22/20 18:52
24770a,19,Private,175507,HS-grad,<=50K,5/16/20 18:55,5/23/20 18:55
24771a,58,Self-emp-inc,182062,Doctorate,>50K,5/16/20 19:04,5/25/20 19:04
