"Feature Name","Feature Description",Industry,Usecase,Source
"Uniformity of cell size","Uniformity of cell size (1-10)",healthcare,"cancer prediction",https://pdfs.semanticscholar.org/08a6/c17e51ae3fa40cd37d46ec0187cb462bb2ec.pdf
"Uniformity of cell shape","Uniformity of cell shape (1-10)",healthcare,"cancer prediction",https://pdfs.semanticscholar.org/08a6/c17e51ae3fa40cd37d46ec0187cb462bb2ec.pdf
"Marginal adhesion","Marginal adhesion (1-10)",healthcare,"cancer prediction",https://pdfs.semanticscholar.org/08a6/c17e51ae3fa40cd37d46ec0187cb462bb2ec.pdf
"Single epithelial cell size","Single epithelial cell size (1–10)",healthcare,"cancer prediction",https://pdfs.semanticscholar.org/08a6/c17e51ae3fa40cd37d46ec0187cb462bb2ec.pdf
"Bare nuclei","Bare nuclei (1–10)",healthcare,"cancer prediction",https://pdfs.semanticscholar.org/08a6/c17e51ae3fa40cd37d46ec0187cb462bb2ec.pdf
"Bland chromatin","Bland chromatin (1–10)",healthcare,"cancer prediction",https://pdfs.semanticscholar.org/08a6/c17e51ae3fa40cd37d46ec0187cb462bb2ec.pdf
"Normal nucleoli","Normal nucleoli (1–10)",healthcare,"cancer prediction",https://pdfs.semanticscholar.org/08a6/c17e51ae3fa40cd37d46ec0187cb462bb2ec.pdf
Mitoses,"Mitoses (1–10)",healthcare,"cancer prediction",https://pdfs.semanticscholar.org/08a6/c17e51ae3fa40cd37d46ec0187cb462bb2ec.pdf
age,"age of customer",healthcare,"patient forecast",https://pdfs.semanticscholar.org/7c5e/db59f788b58f3c5b449b6d11b9921a67ee11.pdf
first_present_transaction_time,"Time shows the time gap between the first transaction and the following one.",healthcare,"patient forecast",https://pdfs.semanticscholar.org/7c5e/db59f788b58f3c5b449b6d11b9921a67ee11.pdf
Platelets,"Platelets in blood",healthcare,"patient forecast",https://pdfs.semanticscholar.org/7c5e/db59f788b58f3c5b449b6d11b9921a67ee11.pdf
SC,"Level of creatinine in the blood",healthcare,"patient forecast",https://pdfs.semanticscholar.org/7c5e/db59f788b58f3c5b449b6d11b9921a67ee11.pdf
EF,"Percentage of leaving the heart at each concentration",healthcare,"patient forecast",https://pdfs.semanticscholar.org/7c5e/db59f788b58f3c5b449b6d11b9921a67ee11.pdf
CPK,"Level of CPK enzymes in the blood",healthcare,"patient forecast",https://pdfs.semanticscholar.org/7c5e/db59f788b58f3c5b449b6d11b9921a67ee11.pdf
marital_status," is the client married (Yes, No)",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
gender,"Gender of the client",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
location,"Customer location including city and region",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
age,"age of customer",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
income,"annual income of customer",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
education,"Users' education level",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
"Insurance information","Insurance provider, Mode of payment",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
"General health information","Medical conditions, Allergies, Current medications, Completed outpatient appointment rate, Nursing home needed",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
"Social history","Smoking, Alcohol, Living situation, Employment",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
"Admission information","Admission date, First hospital visit, Elective, Number of admissions in a past time period, Cost-weight of previous admission, Diagnosis of last admission",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
"Discharge information","Total charge, Discharge date, Transfer, Discharge disposition",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
"Payment code information","ICD-10codes, ICD-9 codes, APR-DRG codes, DRG codes",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
"In-hospital symptom","Vitals and lab values",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
"Rhythmic features","Mean 10 most active hours, Total sleep time, Sedentary time",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
"Medical images","Ultrasound exam",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
"Hospital statistics","Total number of admissions, Number of patients, Percent readmission within a time period (30 days etc.)",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
"Hospital characteristics","Ownership of hospital, Rural/Urban",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
"LACE, HOSPITAL score, Charlson comorbidity score, Elixhauser Comorbidity Index, BaltimoreScore","LACE, HOSPITAL score, Charlson comorbidity score, Elixhauser Comorbidity Index, BaltimoreScore",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
"Clinical nodes embedding features, Patient embedding features","Clinical nodes embedding features, Patient embedding features",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
Ethnicity,Ethnicity,healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
household_size,"family size",healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
language,language,healthcare,"patient forecast",https://arxiv.org/pdf/2106.08488
age,"age of customer",healthcare,"patient churn",https://www.researchgate.net/profile/Ashok_Kumar_D/publication/277957391_Performance_and_Evaluation_of_Classification_Data_Mining_Techniques_in_Diabetes/links/5577b2ac08aeacff20004e8d/Performance-and-Evaluation-of-Classification-Data-Mining-Techniques-in-Diabetes.pdf
"Number of times pregnant","Number of times pregnant",healthcare,"patient churn",https://www.researchgate.net/profile/Ashok_Kumar_D/publication/277957391_Performance_and_Evaluation_of_Classification_Data_Mining_Techniques_in_Diabetes/links/5577b2ac08aeacff20004e8d/Performance-and-Evaluation-of-Classification-Data-Mining-Techniques-in-Diabetes.pdf
"Plasma glucose concentration a 2 hours in an oral glucose tolerance test","Plasma glucose concentration a 2 hours in an oral glucose tolerance test",healthcare,"patient churn",https://www.researchgate.net/profile/Ashok_Kumar_D/publication/277957391_Performance_and_Evaluation_of_Classification_Data_Mining_Techniques_in_Diabetes/links/5577b2ac08aeacff20004e8d/Performance-and-Evaluation-of-Classification-Data-Mining-Techniques-in-Diabetes.pdf
"Diastolic blood pressure","Diastolic blood pressure (mm Hg)",healthcare,"patient churn",https://www.researchgate.net/profile/Ashok_Kumar_D/publication/277957391_Performance_and_Evaluation_of_Classification_Data_Mining_Techniques_in_Diabetes/links/5577b2ac08aeacff20004e8d/Performance-and-Evaluation-of-Classification-Data-Mining-Techniques-in-Diabetes.pdf
"Triceps skin fold thickness (mm)","Triceps skin fold thickness (mm)",healthcare,"patient churn",https://www.researchgate.net/profile/Ashok_Kumar_D/publication/277957391_Performance_and_Evaluation_of_Classification_Data_Mining_Techniques_in_Diabetes/links/5577b2ac08aeacff20004e8d/Performance-and-Evaluation-of-Classification-Data-Mining-Techniques-in-Diabetes.pdf
"2-Hour serum insulin (mu U/ml)","2-Hour serum insulin (mu U/ml)",healthcare,"patient churn",https://www.researchgate.net/profile/Ashok_Kumar_D/publication/277957391_Performance_and_Evaluation_of_Classification_Data_Mining_Techniques_in_Diabetes/links/5577b2ac08aeacff20004e8d/Performance-and-Evaluation-of-Classification-Data-Mining-Techniques-in-Diabetes.pdf
BMI,"Body mass index (weight in Kg/Height in m2",healthcare,"patient churn",https://www.researchgate.net/profile/Ashok_Kumar_D/publication/277957391_Performance_and_Evaluation_of_Classification_Data_Mining_Techniques_in_Diabetes/links/5577b2ac08aeacff20004e8d/Performance-and-Evaluation-of-Classification-Data-Mining-Techniques-in-Diabetes.pdf
"Diabetes pedigree function","Diabetes pedigree function",healthcare,"patient churn",https://www.researchgate.net/profile/Ashok_Kumar_D/publication/277957391_Performance_and_Evaluation_of_Classification_Data_Mining_Techniques_in_Diabetes/links/5577b2ac08aeacff20004e8d/Performance-and-Evaluation-of-Classification-Data-Mining-Techniques-in-Diabetes.pdf
"Class variable (0=Tested Negative or 1=Tested Positive)","Class variable (0=Tested Negative or 1=Tested Positive)",healthcare,"patient churn",https://www.researchgate.net/profile/Ashok_Kumar_D/publication/277957391_Performance_and_Evaluation_of_Classification_Data_Mining_Techniques_in_Diabetes/links/5577b2ac08aeacff20004e8d/Performance-and-Evaluation-of-Classification-Data-Mining-Techniques-in-Diabetes.pdf
Total_Visits,"Total number of times a member made and attended a reservation",healthcare,"patient churn",http://www.ieomsociety.org/singapore2021/papers/720.pdf
No_Shows,"Total number of times a member made a reservation then did not show up",healthcare,"patient churn",http://www.ieomsociety.org/singapore2021/papers/720.pdf
Cancelled,"Total Number of times a member made and cancelled a reservation",healthcare,"patient churn",http://www.ieomsociety.org/singapore2021/papers/720.pdf
Member_Since,"Number of months since the member joined the gym",healthcare,"patient churn",http://www.ieomsociety.org/singapore2021/papers/720.pdf
Membership_Package,"The type of package a member chooses when signing, which are three types: Active, Active+, Athlete",healthcare,"patient churn",http://www.ieomsociety.org/singapore2021/papers/720.pdf
Membership_Period,"Sign up period which is either 3 or 6 months",healthcare,"patient churn",http://www.ieomsociety.org/singapore2021/papers/720.pdf
Status,"Either 1 for churn or 0 for non-churn",healthcare,"patient churn",http://www.ieomsociety.org/singapore2021/papers/720.pdf
marital_status," is the client married (Yes, No)",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
gender,"Gender of the client",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
age,"age of customer",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Social history","Smoking, Alcohol, Living situation, Employment",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Diastolic blood pressure","Diastolic blood pressure (mm Hg)",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Surgery type","Surgery type",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Average number of visits per day","Average number of visits per day",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Number of consultations","Number of medical consultations",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Number of surgeries","Number of surgeries",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Interval between discharge order and discharge","Interval between discharge order and discharge",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Transmission between parts","Transmission between parts",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Preoperative hospitalization","Preoperative hospitalization",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Number of tests","Number of tests",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
Lodging,Lodging,healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Insurance type","Insurance type",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Pulse rate","Pulse rate",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Systolic blood pressure","Systolic blood pressure",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Co-morbidities (hypertension, diabetes)","Co-morbidities (hypertension, diabetes)",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Hospitalization / surgical history","Hospitalization / surgical history",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
Hemoglobin,Hemoglobin,healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Fever before surgery","Fever before surgery",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Fever after surgery","Fever after surgery",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Respiratory rate before surgery","Respiratory rate before surgery",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Respiratory rate after surgery","Respiratory rate after surgery",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Patient's condition at time of admission","Patient's condition at time of admission",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Patient's condition at time of discharge","Patient's condition at time of discharge",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Length of surgery","Length of surgery",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Using ICU","Using ICU",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Interval between first and last medical consultation","Interval between first and last medical consultation",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
"Admission type","Admission type",healthcare,"length of stay prediction",https://pdfs.semanticscholar.org/51aa/cfcf3f3c7680a65e9c7007f4bb97d090f0f7.pdf
gender,"Gender of the client",healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
age,"age of customer",healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
"Hour of Admission","Hour of Admission",healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
Height,Height,healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
Weight,Weight,healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
Ethnicity,Ethnicity,healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
"Unit Type","Unit Type",healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
"Unit Admit Source","Unit Admit Source",healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
"Unit Visit Number","Unit Visit Number",healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
"Unit Stay Type","Unit Stay Type",healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
"Num Beds Category","Num Beds Category",healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
Region,Region,healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
"Teaching Status","Teaching Status",healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
"Physician Speciality","Physician Speciality",healthcare,"length of stay prediction",https://arxiv.org/pdf/2006.16109
"Diastolic blood pressure","Diastolic blood pressure (mm Hg)",healthcare,"stroke prediction",https://arxiv.org/pdf/2003.08239
"Systolic blood pressure","Systolic blood pressure",healthcare,"stroke prediction",https://arxiv.org/pdf/2003.08239
"Total cholesterol Level (mg/dl)","Total cholesterol Level (mg/dl)",healthcare,"stroke prediction",https://arxiv.org/pdf/2003.08239
"Smoking rate (Cig/Day)","Smoking rate (Cig/Day)",healthcare,"stroke prediction",https://arxiv.org/pdf/2003.08239
retired_flag," is the client retired (1, 0)",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
age,"age of customer",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
education,"Users' education level",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
BMI,"Body mass index (weight in Kg/Height in m2",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
Height,Height,healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
Weight,Weight,healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
"Total cholesterol Level (mg/dl)","Total cholesterol Level (mg/dl)",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
arrhythmia,"1: YES. 0: NO",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
"lack of exercise","1: YES. 0: NO",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
"Fasting Blood Glucose","normal range: 3.9-6.1mmol/L",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
"glycosylated hemoglobin","normal range: 4%-6%",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
Homocysteine,"normal range: 5-15µmol{L",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
"High Density LipoproteinCholesterol","normal range for female:1.29-1.55 mmol/L;normal range for male:1.16-1.42 mmol/L",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
"History of Hypertension","1: YES. 0: NO",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
"History of Stroke","1: YES. 0: NO",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
"Left Diastolic Blood Pressure","normal range: 60-89mmHg",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
"Low Density LipoproteinCholesterol","normal range: ă 3.37mmol",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
"Left Systolic Blood Pressure","normal range: 80-140mmHg1",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
"Meat and Vegetable","1: equilibrium.2: partial vegetable.3 partial meat.",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
Smoking,"2: YES. 1: Quitting. 0: NO",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
triglyceride,"normal range: 0.6-1.7mmol/L",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
"years of smoking","years of smoking",healthcare,"stroke prediction",https://arxiv.org/pdf/2107.14060
gender,"Gender of the client",healthcare,"heart disease prediction",https://pdfs.semanticscholar.org/b5c2/16e9e1d014a27e579a285140e4c032ddf7a7.pdf
age,"age of customer",healthcare,"heart disease prediction",https://pdfs.semanticscholar.org/b5c2/16e9e1d014a27e579a285140e4c032ddf7a7.pdf
"Diastolic blood pressure","Diastolic blood pressure (mm Hg)",healthcare,"heart disease prediction",https://pdfs.semanticscholar.org/b5c2/16e9e1d014a27e579a285140e4c032ddf7a7.pdf
"Systolic blood pressure","Systolic blood pressure",healthcare,"heart disease prediction",https://pdfs.semanticscholar.org/b5c2/16e9e1d014a27e579a285140e4c032ddf7a7.pdf
"Total cholesterol Level (mg/dl)","Total cholesterol Level (mg/dl)",healthcare,"heart disease prediction",https://pdfs.semanticscholar.org/b5c2/16e9e1d014a27e579a285140e4c032ddf7a7.pdf
triglyceride,"normal range: 0.6-1.7mmol/L",healthcare,"heart disease prediction",https://pdfs.semanticscholar.org/b5c2/16e9e1d014a27e579a285140e4c032ddf7a7.pdf
FC,"Heart Rate",healthcare,"heart disease prediction",https://pdfs.semanticscholar.org/b5c2/16e9e1d014a27e579a285140e4c032ddf7a7.pdf
LDL,"lipoproteins- bad",healthcare,"heart disease prediction",https://pdfs.semanticscholar.org/b5c2/16e9e1d014a27e579a285140e4c032ddf7a7.pdf
HDL,"high density lipoprotein",healthcare,"heart disease prediction",https://pdfs.semanticscholar.org/b5c2/16e9e1d014a27e579a285140e4c032ddf7a7.pdf
HVI,"Left ventricular hypertrophy",healthcare,"heart disease prediction",https://pdfs.semanticscholar.org/b5c2/16e9e1d014a27e579a285140e4c032ddf7a7.pdf
gender,"Gender of the client",healthcare,"heart disease prediction",https://arxiv.org/pdf/2105.10816
age,"age of customer",healthcare,"heart disease prediction",https://arxiv.org/pdf/2105.10816
"Fasting Blood Glucose","normal range: 3.9-6.1mmol/L",healthcare,"heart disease prediction",https://arxiv.org/pdf/2105.10816
FC,"Heart Rate",healthcare,"heart disease prediction",https://arxiv.org/pdf/2105.10816
"Category of Chest Pain","0=A typical Angina 1=typicalAngina2 = Asymptotic 3 = Non Angina",healthcare,"heart disease prediction",https://arxiv.org/pdf/2105.10816
"Blood Pressure",94-200,healthcare,"heart disease prediction",https://arxiv.org/pdf/2105.10816
"Serum Cholesterol Level",126-564,healthcare,"heart disease prediction",https://arxiv.org/pdf/2105.10816
"Resting ECG result","0 = Normal 1=ST-T waveabnormalities2=leftventricularHypertrophy",healthcare,"heart disease prediction",https://arxiv.org/pdf/2105.10816
"Exercise-induced Angina","0 = No 1 = Yes",healthcare,"heart disease prediction",https://arxiv.org/pdf/2105.10816
"STdepressionduetoexercise-related to rest","0 – 6.2",healthcare,"heart disease prediction",https://arxiv.org/pdf/2105.10816
"The slope of the peak","The slope of the peak",healthcare,"heart disease prediction",https://arxiv.org/pdf/2105.10816
"Category of Chest Pain","0=A typical Angina 1=typicalAngina2 = Asymptotic 3 = Non Angina",healthcare,"heart disease prediction",https://arxiv.org/pdf/2012.05999
"Resting ECG result","0 = Normal 1=ST-T waveabnormalities2=leftventricularHypertrophy",healthcare,"heart disease prediction",https://arxiv.org/pdf/2012.05999
"STdepressionduetoexercise-related to rest","0 – 6.2",healthcare,"heart disease prediction",https://arxiv.org/pdf/2012.05999
"The slope of the peak","The slope of the peak",healthcare,"heart disease prediction",https://arxiv.org/pdf/2012.05999
trestbps,"resting blood pressure (in mm Hg on admission to the hospital)",healthcare,"heart disease prediction",https://arxiv.org/pdf/2012.05999
thalach,"maximum heart rate achieved",healthcare,"heart disease prediction",https://arxiv.org/pdf/2012.05999
num,"diagnosis  of  heart  disease  (angiographic  disease status) 0. absence (< 50% diameter narrowing) 1-4. Present of heart disease (> 50% diameter narrowing)",healthcare,"heart disease prediction",https://arxiv.org/pdf/2012.05999
Smoking,"2: YES. 1: Quitting. 0: NO",healthcare,"heart disease prediction",https://www.researchgate.net/profile/Chaitrali-Dangare/publication/258651311_Improved_Study_of_Heart_Disease_Prediction_System_using_Data_Mining_Classification_Techniques/links/5531fc960cf27acb0deaaf92/Improved-Study-of-Heart-Disease-Prediction-System-using-Data-Mining-Classification-Techniques.pdf
obes,"obesity or not",healthcare,"heart disease prediction",https://www.researchgate.net/profile/Chaitrali-Dangare/publication/258651311_Improved_Study_of_Heart_Disease_Prediction_System_using_Data_Mining_Classification_Techniques/links/5531fc960cf27acb0deaaf92/Improved-Study-of-Heart-Disease-Prediction-System-using-Data-Mining-Classification-Techniques.pdf
"Device Engagement","No. of signals observed from a device in last two years",transportation,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"App Usage","No. of distinct apps captured by signals from a device",transportation,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device Age","No. of days between first observation and last
observation date of a device",transportation,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"No. of Active Days","No. of days with at least one signal from
the device",transportation,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Day Engagement Pattern","No. of Active Days/Device Age",transportation,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Average Device Engagement","Signal Count/No. of Active Days",transportation,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device Type","Whether the device is a Tablet or a Smartphone",transportation,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Internet Connectivity","WIFI or Cellular Data Usage for the device",transportation,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Mobility of a Device","No. of different geographical areas captured in the last two years",transportation,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device's Category Engagement","Signal Distribution across Android or iOS categories (in %)",transportation,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Demographic Affinity","Device's affinity toward gender specific apps
(or different age group specific apps) ",transportation,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device Engagement","No. of signals observed from a device in last two years",retail,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"App Usage","No. of distinct apps captured by signals from a device",retail,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device Age","No. of days between first observation and last
observation date of a device",retail,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"No. of Active Days","No. of days with at least one signal from
the device",retail,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Day Engagement Pattern","No. of Active Days/Device Age",retail,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Average Device Engagement","Signal Count/No. of Active Days",retail,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device Type","Whether the device is a Tablet or a Smartphone",retail,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Internet Connectivity","WIFI or Cellular Data Usage for the device",retail,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Mobility of a Device","No. of different geographical areas captured in the last two years",retail,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device's Category Engagement","Signal Distribution across Android or iOS categories (in %)",retail,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Demographic Affinity","Device's affinity toward gender specific apps
(or different age group specific apps) ",retail,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device Engagement","No. of signals observed from a device in last two years","banking financial service and insurance","age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"App Usage","No. of distinct apps captured by signals from a device","banking financial service and insurance","age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device Age","No. of days between first observation and last
observation date of a device","banking financial service and insurance","age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"No. of Active Days","No. of days with at least one signal from
the device","banking financial service and insurance","age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Day Engagement Pattern","No. of Active Days/Device Age","banking financial service and insurance","age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Average Device Engagement","Signal Count/No. of Active Days","banking financial service and insurance","age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device Type","Whether the device is a Tablet or a Smartphone","banking financial service and insurance","age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Internet Connectivity","WIFI or Cellular Data Usage for the device","banking financial service and insurance","age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Mobility of a Device","No. of different geographical areas captured in the last two years","banking financial service and insurance","age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device's Category Engagement","Signal Distribution across Android or iOS categories (in %)","banking financial service and insurance","age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Demographic Affinity","Device's affinity toward gender specific apps
(or different age group specific apps) ","banking financial service and insurance","age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device Engagement","No. of signals observed from a device in last two years",telecommunication,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"App Usage","No. of distinct apps captured by signals from a device",telecommunication,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device Age","No. of days between first observation and last
observation date of a device",telecommunication,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"No. of Active Days","No. of days with at least one signal from
the device",telecommunication,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Day Engagement Pattern","No. of Active Days/Device Age",telecommunication,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Average Device Engagement","Signal Count/No. of Active Days",telecommunication,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Device Type","Whether the device is a Tablet or a Smartphone",telecommunication,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
"Internet Connectivity","WIFI or Cellular Data Usage for the device",telecommunication,"age and gender prediction",https://ieeexplore.ieee.org/document/8621942
