"Feature Name","Feature Description",Industry,Usecase
"Net Income","Latest known net income of customer","banking financial service and insurance","improving the effectiveness of mailings"
"Written Prove Salary Available ","Net income proven by written receipt?","banking financial service and insurance","improving the effectiveness of mailings"
"Emp Type","Type of employment","banking financial service and insurance","improving the effectiveness of mailings"
"Customer age","Age of customer (in years)","banking financial service and insurance","improving the effectiveness of mailings"
Bundesland,"Federal district within Austria for customer home address","banking financial service and insurance","improving the effectiveness of mailings"
"Tel Type","type of telephone (fixed-line, mobile phone, none)","banking financial service and insurance","improving the effectiveness of mailings"
"Reminder Status","Status of latest reminder","banking financial service and insurance","improving the effectiveness of mailings"
"Agreement status2","early/late collections","banking financial service and insurance","improving the effectiveness of mailings"
"Collections Stop Code","was collection stopped? (=delinquent), and status","banking financial service and insurance","improving the effectiveness of mailings"
"Paying Score","paying score of most recent contract","banking financial service and insurance","improving the effectiveness of mailings"
"Deferal Status","customer currently defers payment?","banking financial service and insurance","improving the effectiveness of mailings"
ContractTerm,"term of latest contract (in months)","banking financial service and insurance","improving the effectiveness of mailings"
MOB,"months-on-book of most recent (closed) contract","banking financial service and insurance","improving the effectiveness of mailings"
Loantermcov,"months-on-book by contract-term","banking financial service and insurance","improving the effectiveness of mailings"
PerturnLocal,"local balance by turnover","banking financial service and insurance","improving the effectiveness of mailings"
PerturnNet,"net balance by turnover","banking financial service and insurance","improving the effectiveness of mailings"
Maxoverppl,"maximum arrears, last three months of previous six","banking financial service and insurance","improving the effectiveness of mailings"
OverppObs6,"overpayment by installment, six months ago","banking financial service and insurance","improving the effectiveness of mailings"
Numopt6,"no. of overpayments, last six months","banking financial service and insurance","improving the effectiveness of mailings"
Recency,"last overpayment: how long ago? (months <= 6)","banking financial service and insurance","improving the effectiveness of mailings"
Numthrice6,"no. of overpayments > 300 EUR, last six months, monthly payments","banking financial service and insurance","improving the effectiveness of mailings"
Numpay6,"no. of payments, last six months","banking financial service and insurance","improving the effectiveness of mailings"
NumNotpay6,"no. of non-payments, last six months","banking financial service and insurance","improving the effectiveness of mailings"
MeanOverpaymentf3,"mean overpayment, first three months of previous six","banking financial service and insurance","improving the effectiveness of mailings"
MeanOverpaymentl3,"mean overpayment of last three months","banking financial service and insurance","improving the effectiveness of mailings"
MeanOverpayment6,"mean overpayment of last six months","banking financial service and insurance","improving the effectiveness of mailings"
MeanOverpaymentThrend,"trend overpayment first three vs. last three months of previous six","banking financial service and insurance","improving the effectiveness of mailings"
PerBalancePaid6,"paid per installment, last six months","banking financial service and insurance","improving the effectiveness of mailings"
PerBalancePaidl3,"paid per installment, last three months","banking financial service and insurance","improving the effectiveness of mailings"
MaxOverppf3,"maximum overpayment by installment, first three months of previous six","banking financial service and insurance","improving the effectiveness of mailings"
MaxOverppl3,"prop. overpayment by installment, maximum last three months ","banking financial service and insurance","improving the effectiveness of mailings"
MaxOverpp6,"prop. overpayment by installment, maximum last six months ","banking financial service and insurance","improving the effectiveness of mailings"
"m ","month of application (for seasonality) ","banking financial service and insurance","improving the effectiveness of mailings"
"Working Capital/Total Assets ","Working Capital by Total Assets ","banking financial service and insurance","bankrupcy prediction"
"Retained Earnings/Total Assets ","Retained Earnings by Total Assets ","banking financial service and insurance","bankrupcy prediction"
"EBIT/Assets ","EBIT by Total Assets ","banking financial service and insurance","bankrupcy prediction"
"Market cap./Liabilities ","Market cap. by Total Liabilities ","banking financial service and insurance","bankrupcy prediction"
"Sales/Assets ","Sales 12 months by Total Assets ","banking financial service and insurance","bankrupcy prediction"
"assets/liabilities ","Current assets by Current liabilities ","banking financial service and insurance","bankrupcy prediction"
"assets/Assets ","Current assets by Total Assets ","banking financial service and insurance","bankrupcy prediction"
"liabilities/Assets ","Current liabilities by Total Assets ","banking financial service and insurance","bankrupcy prediction"
"Quick ratio ","Quick ratio ","banking financial service and insurance","bankrupcy prediction"
"EBITDA/Total Assets ","EBITDA by Total Assets ","banking financial service and insurance","bankrupcy prediction"
"Cash/Liabilities ","Cash & simil. by Total Liabilities ","banking financial service and insurance","bankrupcy prediction"
"Cash/Assets ","Cash & simil. by Total Assets ","banking financial service and insurance","bankrupcy prediction"
"Cash/Debt ","Cash & simil. by Net Debt ","banking financial service and insurance","bankrupcy prediction"
"Equity/Assets ","Total Equity by Total Assets ","banking financial service and insurance","bankrupcy prediction"
"Debt/Equity ","Net Debt by Total Equity ","banking financial service and insurance","bankrupcy prediction"
"Debt/Assets ","Net Debt by Total Assets ","banking financial service and insurance","bankrupcy prediction"
"EBITDA/Gross xed assets ","EBITDA by Gross xed assets ","banking financial service and insurance","bankrupcy prediction"
EBIT/Sales,"EBIT by Sales 12 months","banking financial service and insurance","bankrupcy prediction"
EBITDA/Sales,"EBITDA by Sales 12 months","banking financial service and insurance","bankrupcy prediction"
"Income/Equity ","Net Income by Total Equity ","banking financial service and insurance","bankrupcy prediction"
"Income/Assets ","Net Income by Total Assets ","banking financial service and insurance","bankrupcy prediction"
"EBIT/Passive interests ","EBIT by Passive interests ","banking financial service and insurance","bankrupcy prediction"
"Sales/Liabilities ","Sales 12 months by Total Liabilities ","banking financial service and insurance","bankrupcy prediction"
"Sales/Equity ","Sales 12 months by Total Equity ","banking financial service and insurance","bankrupcy prediction"
assets/Sales,"Current assets by Sales 12 months","banking financial service and insurance","bankrupcy prediction"
"Working Capital/Sales","Working Capital by Sales 12 months","banking financial service and insurance","bankrupcy prediction"
Cash/Sales,"Cash & simil. by Sales 12 months","banking financial service and insurance","bankrupcy prediction"
"Interests expenses/Sales","Interests expenses by Sales 12 months ","banking financial service and insurance","bankrupcy prediction"
"Sovereign rate 1Y ","Sovereign rate 1 year","banking financial service and insurance","bankrupcy prediction"
"Sovereign rate 10Y ","Sovereign rate 10 years","banking financial service and insurance","bankrupcy prediction"
"Sovereign rating spread ","Sovereign rating spread ","banking financial service and insurance","bankrupcy prediction"
Duration,"Duration (Attack: Probe)","information technology","intrusion detection"
Protocol_type,"Protocol type (Attack: Probe)","information technology","intrusion detection"
Service,"Service (Attack: Probe)","information technology","intrusion detection"
Flag,"Flag (Attack: Probe)","information technology","intrusion detection"
"Src_bytes ","Src bytes (Attack: Probe)","information technology","intrusion detection"
"Duration ","Duration (Attack: R2L)","information technology","intrusion detection"
Src_bytes,"Src bytes (Attack: R2L)","information technology","intrusion detection"
Hot,"Is the attack Hot (Attack: R2L)","information technology","intrusion detection"
"num_failed_logins ","number of failed logins (Attack: R2L)","information technology","intrusion detection"
logged_in,"logged in (Attack: R2L)","information technology","intrusion detection"
"num_compromised ","number compromised (Attack: R2L)","information technology","intrusion detection"
num_file_creations,"number of file creations (Attack: R2L)","information technology","intrusion detection"
num_shells,"number of shells (Attack: R2L)","information technology","intrusion detection"
num_access_files,"number of access files (Attack: R2L)","information technology","intrusion detection"
is_host_login,"is host login (Attack: R2L)","information technology","intrusion detection"
is_guest_login,"is guest login (Attack: R2L)","information technology","intrusion detection"
Count,"number of attacks (Attack: DoS)","information technology","intrusion detection"
dst_host_same_srv_rate,"dst host same server rate (Attack: DoS)","information technology","intrusion detection"
dst_host_serror_rate,"dst host serror rate (Attack: DoS)","information technology","intrusion detection"
dst_host_srv_serror_rate,"dst host server serror rate (Attack: DoS)","information technology","intrusion detection"
dst_host_rerror_rate,"dst host rerror rate (Attack: DoS)","information technology","intrusion detection"
Duration,"Duration (Attack: DoS)","information technology","intrusion detection"
Src_bytes,"Src bytes (Attack: DoS)","information technology","intrusion detection"
Hot,"Hot (Attack: DoS)","information technology","intrusion detection"
num_failed_logins,"number of failed logins (Attack: DoS)","information technology","intrusion detection"
logged_in,"logged in (Attack: DoS)","information technology","intrusion detection"
num_compromised,"number of compromised (Attack: DoS)","information technology","intrusion detection"
num_file_creations,"number of file creations (Attack: DoS)","information technology","intrusion detection"
num_shells,"number of shells (Attack: DoS)","information technology","intrusion detection"
num_access_files,"number of access files (Attack: DoS)","information technology","intrusion detection"
is_host_login,"is host login (Attack: DoS)","information technology","intrusion detection"
is_guest_login,"is guest login (Attack: DoS)","information technology","intrusion detection"
Word,"Number of words of the title / article Rate of non-stop / unique words","information technology","online news popularity prediction"
Links,"Number of links; Minimum, average an maximum number","information technology","online news popularity prediction"
"Digital Media","Number of images and videos","information technology","online news popularity prediction"
Time,"Day of week / Published on weekend?","information technology","online news popularity prediction"
Keywords,"Number of keyword  (min./avg./max. shares)","information technology","online news popularity prediction"
NLP,"Title subjectivity / Title sentiment polarity","information technology","online news popularity prediction"
Target,"Number of shares","information technology","online news popularity prediction"
"same_srv_rate ","same server rate","information technology","DDoS attack classification"
"dst_host_same_srv_rate ","dst host same server rate","information technology","DDoS attack classification"
"dst_host_srv_count ","dst host server count","information technology","DDoS attack classification"
"dst_bytes ","dst bytes","information technology","DDoS attack classification"
"dst_host_srv_rerror_rate ","dst host server rerror rate","information technology","DDoS attack classification"
"dst_host_rerror_rate ","dst host rerror rate","information technology","DDoS attack classification"
"rerror_rate ","rerror rare","information technology","DDoS attack classification"
"logged_in ","logged in","information technology","DDoS attack classification"
"srv_rerror_rate ","server rerror rate","information technology","DDoS attack classification"
"count ","number of attacks","information technology","DDoS attack classification"
dst_host_srv_serror_rate,"dst host server serror rate","information technology","DDoS attack classification"
serror_rate,"serror rate","information technology","DDoS attack classification"
dst_host_serror_rate,"dst host serror rate","information technology","DDoS attack classification"
srv_serror_rate,"server serror rate","information technology","DDoS attack classification"
dst_host_count,"dst host count","information technology","DDoS attack classification"
service,"what service","information technology","DDoS attack classification"
srv_diff_host_rate,"server diff host rate","information technology","DDoS attack classification"
diff_srv_rate,"diff server rate","information technology","DDoS attack classification"
"dst_host_diff_srv_rate ","dst host diff server rate","information technology","DDoS attack classification"
dst_host_srv_diff_host_rate,"dst hose server diff host rate","information technology","DDoS attack classification"
Lane,"Lane number",aviation,"understanding passengers' use of airports"
"Parking Ticket","Parking Ticket ID",aviation,"understanding passengers' use of airports"
"Parking Lot","Parking Lot number",aviation,"understanding passengers' use of airports"
Luggage,"Luggage ID",aviation,"understanding passengers' use of airports"
Direction,Direction,aviation,"understanding passengers' use of airports"
Board,"Boarding number",aviation,"understanding passengers' use of airports"
Ticket,"Ticket number",aviation,"understanding passengers' use of airports"
Shuttle,"Shuttle number",aviation,"understanding passengers' use of airports"
Counters,"Counter numbers",aviation,"understanding passengers' use of airports"
Kiosk,"Kiosk number",aviation,"understanding passengers' use of airports"
Staff,"Staff Name",aviation,"understanding passengers' use of airports"
Queue,"Queue length",aviation,"understanding passengers' use of airports"
"Airline Name","Airline Name",aviation,"understanding passengers' use of airports"
Crowd,"Amount of Crowd",aviation,"understanding passengers' use of airports"
Carousel,Carousel,aviation,"understanding passengers' use of airports"
Doors,"Door numbers",aviation,"understanding passengers' use of airports"
"Flight Number","Flight Number",aviation,"understanding passengers' use of airports"
"Route Sign","Route Sign",aviation,"understanding passengers' use of airports"
"Location Sign","Location Sign",aviation,"understanding passengers' use of airports"
"Change in Exports","Change in Exports",aviation,"airport's effect on exports"
"Major airports","Major airports",aviation,"airport's effect on exports"
"Airport dummy","Airport dummy",aviation,"airport's effect on exports"
"Fighter airfields","Fighter airfields",aviation,"airport's effect on exports"
"Bomber airfields","Bomber airfields",aviation,"airport's effect on exports"
"Coastal airfields","Coastal airfields",aviation,"airport's effect on exports"
"Other Broadband adoption","Other WW airfields Broadband adoption",aviation,"airport's effect on exports"
"Change in Productivity","Change in Productivity",aviation,"airport's effect on exports"
"Change in Employment","Change in Employment",aviation,"airport's effect on exports"
"TTWA size","Travel to Work Area size",aviation,"airport's effect on exports"
"Urbanization Manufacturing","Urbanization Manufacturing",aviation,"airport's effect on exports"
"Services share","Services share",aviation,"airport's effect on exports"
"TTWA employment","Travel to Work Area employment",aviation,"airport's effect on exports"
"Manufacturing share","Manufacturing share",aviation,"airport's effect on exports"
"Agricultural share","Agricultural share",aviation,"airport's effect on exports"
Population,Population,aviation,"airport's effect on exports"
Unemployment,Unemployment,aviation,"airport's effect on exports"
"Change in Export Intensity","Change in Export Intensity",aviation,"airport's effect on exports"
"Change in Exporters","Change in Exporters",aviation,"airport's effect on exports"
"Change in Export Destinations","Change in Export Destinations",aviation,"airport's effect on exports"
"Changin in Eurpoean Exports","Changin in Eurpoean Exports",aviation,"airport's effect on exports"
"Changin in Non-European Exports","Changin in Non-European Exports",aviation,"airport's effect on exports"
"Change in Manufacturing exports RAF airports","Change in Manufacturing exports RAF airports",aviation,"airport's effect on exports"
"Minor Airports","Minor Airports",aviation,"airport's effect on exports"
"Major airports","Major airports (contiguous)",aviation,"airport's effect on exports"
"IATA passengers","Internaional Air Transport Association passengers",aviation,"airport's effect on exports"
"Runway length","Runway length",aviation,"airport's effect on exports"
"Change in Cities","Change in Cities",aviation,"airport's effect on exports"
"Change in Countries ","Change in Countries",aviation,"airport's effect on exports"
Airline,"Name of the airline",aviation,"aircraft landing time prediction"
"Aircraft type","Type of the aircraft",aviation,"aircraft landing time prediction"
"Departure airport","Airport the flight departs from",aviation,"aircraft landing time prediction"
"Destination airport","Airport the flight arrives to",aviation,"aircraft landing time prediction"
Runway,"Runway the aircraft will be landing in",aviation,"aircraft landing time prediction"
"Latitude, longitude and altitude","3D position of the flight at each point",aviation,"aircraft landing time prediction"
Speed,"Ground-speed of the aircraft at each position",aviation,"aircraft landing time prediction"
RoC,"Rate of climb of the aircraft at each position",aviation,"aircraft landing time prediction"
Heading,"Heading of the aircraft at each position",aviation,"aircraft landing time prediction"
STD,"Scheduled Time of Departure at the runway",aviation,"aircraft landing time prediction"
ATD,"Actual Time of departure at the runway",aviation,"aircraft landing time prediction"
STA,"Scheduled Time of Arrival at the runway",aviation,"aircraft landing time prediction"
"Entry zone","The zone that flight is coming from in E-TMA",aviation,"aircraft landing time prediction"
"Surface wind","Wind direction and speed",aviation,"aircraft landing time prediction"
"Current traffic density","Number of arrival and departure aircraft in the last 15 minutes in E-TMA",aviation,"aircraft landing time prediction"
"Traffic demand","Number of arrival and departure aircraft in the next 15 minutes in E-TMA",aviation,"aircraft landing time prediction"
"Adjacent flow","Number of aircraft in the last and next 15 minutes in the same entry zone",aviation,"aircraft landing time prediction"
"Landing sequencing decision","Elongation, Short-cut, or Nominal based on FCFS sequencing",aviation,"aircraft landing time prediction"
"Sequencing time shift","The amount of shift time for safe sequencing and landing",aviation,"aircraft landing time prediction"
"Parts of a day","Morning, afternoon, or dark",aviation,"aircraft landing time prediction"
"Parts of a week ","weekday or weekend ",aviation,"aircraft landing time prediction"
"Taxiing distance","Taxiing distance in meters",aviation,"taxi time of aircraft prediction"
"No. landing taxiing aircraft","Number of landing taxiing aircraft",aviation,"taxi time of aircraft prediction"
"No. departure taxiing aircraft","Number of departure taxiing aircraft",aviation,"taxi time of aircraft prediction"
"Airport instantaneous-traffic flow","Airport instantaneous-traffic flow",aviation,"taxi time of aircraft prediction"
"Wind direction","Wind direction in degrees",aviation,"taxi time of aircraft prediction"
"Wind speed","Wind speed (m/s)",aviation,"taxi time of aircraft prediction"
Visibility,"Visibility in meters",aviation,"taxi time of aircraft prediction"
Ceiling,"Ceiling meters",aviation,"taxi time of aircraft prediction"
"Flight ID","Flight ID",aviation,"short-term trajectory prediction"
"Origin Airport","Origin Airport",aviation,"short-term trajectory prediction"
"Destination Airport","Destination Airport",aviation,"short-term trajectory prediction"
Position,"Position (Coordination)",aviation,"short-term trajectory prediction"
"Aircraft type","Aircraft type",aviation,"short-term trajectory prediction"
"Tail number","Tail number",aviation,"short-term trajectory prediction"
"ICAO Callsign","ICAO Callsign",aviation,"short-term trajectory prediction"
"UTC Time ","UTC Time ",aviation,"short-term trajectory prediction"
"Entry Location","Entry Location",aviation,"short-term trajectory prediction"
"Exit Location","Exit Location",aviation,"short-term trajectory prediction"
Distances,"Distances Flown",aviation,"short-term trajectory prediction"
"First Point","First Point",aviation,"short-term trajectory prediction"
"Ground Speed","Ground Speed",aviation,"short-term trajectory prediction"
"Hours in a Day","Hours in a Day",aviation,"short-term trajectory prediction"
Callsign,"Callsign Identification",aviation,"short-term trajectory prediction"
"N-gram similarity","compares two strings and calculates the number of common n-grams between them",philosohpy,"ontology aligntment"
"Levenshtein distance","computes the minimum number of insertion, deletion and substitution of characters is needed to transform one string into another",philosohpy,"ontology aligntment"
"SMOA ","is based on the number of common parts in two strings, while considering the length of mismatched substrings and the length of the common prefix in both strings",philosohpy,"ontology aligntment"
"Dice coefficient","is defined as twice the number of common terms of compared strings over the total number of terms in both strings",philosohpy,"ontology aligntment"
UnsmoothedJS,"is a kind of Jensen-Shannon distance for two unsmoothed unigram language models",philosohpy,"ontology aligntment"
"Monge-Elkan distance","uses semantic similarity of a number of strings or substrings",philosohpy,"ontology aligntment"
"Substring similarity","calculates the similarity of two strings based on their common longest substring",philosohpy,"ontology aligntment"
Needleman-Wunsch,"applies a global alignment on two sequences",philosohpy,"ontology aligntment"
"Smith-Waterman distance","is a version of Needleman-Wunsch which measures the local sequence alignment",philosohpy,"ontology aligntment"
"Cosine similarity","transforms the input string into vector space so that the Euclidean cosine rule is used to determine similarity",philosohpy,"ontology aligntment"
"Jaccard measure","is operated on two vectors X and Y",philosohpy,"ontology aligntment"
"Jaro measure","finds words with spelling mistakes",philosohpy,"ontology aligntment"
Month,Month,construction,"highway project price prediction"
Year,Year,construction,"highway project price prediction"
FIPS,"Federal Implementation Plans",construction,"highway project price prediction"
"Primary county","Primary county",construction,"highway project price prediction"
Quantity,Quantity,construction,"highway project price prediction"
"Total Bid Price","Total Bid Price",construction,"highway project price prediction"
"Project Length","Project Length",construction,"highway project price prediction"
"No. bidders","Number of bidders",construction,"highway project price prediction"
"No. pay items","Number of pay items",construction,"highway project price prediction"
"No. asphalt cement plants","Number of asphalt cement plants within 50 miles of the project",construction,"highway project price prediction"
"Monthly asphalt volume","Monthly asphalt volume",construction,"highway project price prediction"
"Monthly No. projects","Monthly number of projects",construction,"highway project price prediction"
"Monthly total asphalt volume","Monthly total asphalt volume",construction,"highway project price prediction"
"Monthly No. total contracts","Monthly number of total contracts",construction,"highway project price prediction"
"Monthly total contract price","Monthly total contract price",construction,"highway project price prediction"
"Architecture Billings Index","Architecture Billings Index",construction,"highway project price prediction"
"New residential building permits","Building permits for new residential construction",construction,"highway project price prediction"
"Crude oil price","Crude oil price",construction,"highway project price prediction"
"Dow Jones Industrial Average","Dow Jones Industrial Average",construction,"highway project price prediction"
"ENR Building Cost Index","Engineering News Record Building Cost Index",construction,"highway project price prediction"
"ENR Common Labor Index","Engineering News Record Common Labor Index",construction,"highway project price prediction"
"ENR Construction Cost Index","Engineering News Record Construction Cost Index",construction,"highway project price prediction"
"ENR Material Price Index","Engineering News Record Material Price Index",construction,"highway project price prediction"
"ENR Skilled Labor Index","Engineering News Record Skilled Labor Index",construction,"highway project price prediction"
"Paving equipment operator wages","Paving equipment operator wages",construction,"highway project price prediction"
"Fuel Price Index","Fuel Price Index",construction,"highway project price prediction"
"Asphalt Cement Price Index","Asphalt Cement Price Index",construction,"highway project price prediction"
GDP,"Gross Domestic Product",construction,"highway project price prediction"
"Inflation rate","Inflation rate",construction,"highway project price prediction"
"Job and Labor Survey","Job Openings and Labor Turnover Survey national construction hires",construction,"highway project price prediction"
HMI,"Housing Market Index",construction,"highway project price prediction"
"National Highway Construction Cost Index","National Highway Construction Cost Index",construction,"highway project price prediction"
"PPI, gasoline, fuels, related products, power","Producer Price Index, gasoline, fuels, related products, power",construction,"highway project price prediction"
"PPI, steel mill products, metals, metal products","Producer Price Index, steel mill products, metals, metal products",construction,"highway project price prediction"
"PPI, No. 2 diesel fuel, fuels, related products, power","Producer Price Index, No. 2 diesel fuel, fuels, related products, power",construction,"highway project price prediction"
"PPI, crude petroleum, domestic production","Producer Price Index, crude petroleum, domestic production",construction,"highway project price prediction"
"PPI, construction machinery manufacturing","Producer Price Index, construction machinery manufacturing",construction,"highway project price prediction"
"Turner Construction Cost Index","Turner Construction Cost Index",construction,"highway project price prediction"
CPI,"Consumer Price Index",construction,"highway project price prediction"
"Diesel retail prices","Diesel retail prices",construction,"highway project price prediction"
Unemployment,"Unemployment Rate",construction,"highway project price prediction"
"FMI Nonresidential Construction Index","Fails Management Institude Nonresidential Construction Index",construction,"highway project price prediction"
"National  construction","National labor productivity, highway, street, bridge construction",construction,"highway project price prediction"
"PPI, national construction sand/gravel mining","Producer Price Index, national construction sand/gravel mining",construction,"highway project price prediction"
"No. private construction companies","Number of private construction companies, county",construction,"highway project price prediction"
"Quarterly Census of Employment and Wages","Quarterly Census of Employment and Wages average weekly wage in all industries",construction,"highway project price prediction"
"Asphalt cement price","Asphalt cement price",construction,"highway project price prediction"
"Job Openings and Labor Survey","Job Openings and Labor Survey, hires",construction,"highway project price prediction"
"Total dollar value of projects","Total dollar value of projects awarded in same month",construction,"highway project price prediction"
"Project locality","Project locality defined in terms of zip codes",construction,"construction cost prediction"
"Total floor area","Total floor area of the building",construction,"construction cost prediction"
"Lot area","Lot area",construction,"construction cost prediction"
"Total Estimated construction cost","Total preliminary estimated construction cost based on the prices at the beginning of the project",construction,"construction cost prediction"
"Preliminary estimated construction cost","Preliminary estimated construction cost based on the prices at the beginning of the project",construction,"construction cost prediction"
"Equivalent preliminary estimated construction cost","Equivalent preliminary estimated construction cost based on the prices at the beginning of the project in a selected base year",construction,"construction cost prediction"
"Duration of construction","Duration of construction",construction,"construction cost prediction"
"Unit price","Price of the unit at the beginning of the project per square meter",construction,"construction cost prediction"
"Building permits issued","Number of building permits issued",construction,"construction cost prediction"
BSI,"Building service index for a preselected base year",construction,"construction cost prediction"
WPI,"Wholesale price index of building materials for the base year",construction,"construction cost prediction"
"Total floor areas","Total floor areas of building permits issued by the city or municipality",construction,"construction cost prediction"
"Cumulative liquidity","Cumulative liquidity",construction,"construction cost prediction"
"Private sector investment","Private sector investment in new buildings",construction,"construction cost prediction"
"Land price index for the base year","Land price index for the base year",construction,"construction cost prediction"
"No. loans extended by banks","Number of loans extended by banks in a time resolution",construction,"construction cost prediction"
"Amount of loans extended by banks","Amount of loans extended by banks in a time resolution",construction,"construction cost prediction"
"Interest rate for loan","Interest rate for loan in a time resolution",construction,"construction cost prediction"
"Average construction cost end","Average construction cost of buildings by private sector at the time of completion of construction",construction,"construction cost prediction"
"Average construction cost start","Average of construction cost of buildings by private sector at the beginning of the construction",construction,"construction cost prediction"
"Official exchange rate","Official exchange rate with respect to dollars",construction,"construction cost prediction"
"Nonofficial exchange rate","Nonofficial (street market) exchange rate with respect to dollars",construction,"construction cost prediction"
CPI,"Consumer price index in the base year",construction,"construction cost prediction"
"Water Fuel Power CPI","Consumer price index of housing, water, fuel, and power in the base year",construction,"construction cost prediction"
"Stock market index","Stock market index",construction,"construction cost prediction"
Population,"Population of the city",construction,"construction cost prediction"
"Gold price","Gold price per ounce",construction,"construction cost prediction"
"Display Size","Display Size",telecommunication,"mobile price class prediction"
Weight,"Device Weight",telecommunication,"mobile price class prediction"
Thickness,"Device Thickness",telecommunication,"mobile price class prediction"
"Internal Memory","Internal Memory",telecommunication,"mobile price class prediction"
Camera,"Camera Size",telecommunication,"mobile price class prediction"
"Video Quality","Video Quality",telecommunication,"mobile price class prediction"
RAM,"Amount of RAM",telecommunication,"mobile price class prediction"
Battery,"Battery Capacity",telecommunication,"mobile price class prediction"
Age,"It is age of client.","banking financial service and insurance","bank telemarketing prediction"
Job,"It is type of clients job.","banking financial service and insurance","bank telemarketing prediction"
Marital,"It is clients marital status.","banking financial service and insurance","bank telemarketing prediction"
Education,"What is the highest education of client?","banking financial service and insurance","bank telemarketing prediction"
Default,"Does client has credit?","banking financial service and insurance","bank telemarketing prediction"
Housing,"Does client has housing loan?","banking financial service and insurance","bank telemarketing prediction"
Loan,"Does client has personal loan?","banking financial service and insurance","bank telemarketing prediction"
Contact,"What is a contact communication type of client?","banking financial service and insurance","bank telemarketing prediction"
"Month ","What is the last month of the year contracting to the client?","banking financial service and insurance","bank telemarketing prediction"
"Day of Week ","What is the last day of the week contracting to the client?","banking financial service and insurance","bank telemarketing prediction"
"Duration ","How long does it contact to the client?","banking financial service and insurance","bank telemarketing prediction"
"Campaign ","Number of contacts performed during this campaign and for this client","banking financial service and insurance","bank telemarketing prediction"
"Pdays ","Number of days that passed by after the client was last contacted from a previous campaign","banking financial service and insurance","bank telemarketing prediction"
"Previous ","Number of contacts performed before this campaign and for this client","banking financial service and insurance","bank telemarketing prediction"
"Poutcome ","Outcome of the previous marketing campaign","banking financial service and insurance","bank telemarketing prediction"
"Emp.var.rate ","Employment variation rate","banking financial service and insurance","bank telemarketing prediction"
"Cos.price.idx ","Consumer price index","banking financial service and insurance","bank telemarketing prediction"
"Cons.conf.idx ","Consumer confidence index","banking financial service and insurance","bank telemarketing prediction"
"Euribor3m ","Euribor 3 month rate","banking financial service and insurance","bank telemarketing prediction"
"Nr.employed ","Number of employees","banking financial service and insurance","bank telemarketing prediction"
"Label ","Does the client has subscribed a term deposit? ","banking financial service and insurance","bank telemarketing prediction"
rew_ad_revenue,"revenue that generates bywatching ads",adtech,"marketing campaign optimization"
rew_ads_watched,"Number of ads that tells aboutin-game rewards watched inthe current day",adtech,"marketing campaign optimization"
records,"Number of records in the gamein the current day",adtech,"marketing campaign optimization"
daily_gem_state,"Amount of gems that user has inthe current day",adtech,"marketing campaign optimization"
sess_length_seconds,"Total sum length in seconds ofthe sessions during thecurrent day",adtech,"marketing campaign optimization"
daily_max_rank,"Maximum game rank in thecurrent day",adtech,"marketing campaign optimization"
ads_watched,"Number of ads thatuser watched",adtech,"marketing campaign optimization"
total_sessions,"Number of sessions that user used in the current day",adtech,"marketing campaign optimization"
daily_min_rank,"Minimum game rank in the current day",adtech,"marketing campaign optimization"
daily_coin_state,"Amount of coins that user hasin the current day",adtech,"marketing campaign optimization"
Velocity,Velocity,transportation,"truck fuel consumption prediction"
Acceleration,Acceleration,transportation,"truck fuel consumption prediction"
"Engine Speed","Engine Speed",transportation,"truck fuel consumption prediction"
"Accelerator Pedal","Accelerator Pedal",transportation,"truck fuel consumption prediction"
"Brake Pedal","Brake Pedal",transportation,"truck fuel consumption prediction"
"Driving Gear","Driving Gear",transportation,"truck fuel consumption prediction"
"Fan Speed","Fan Speed",transportation,"truck fuel consumption prediction"
"Engine Torque","Engine Torque",transportation,"truck fuel consumption prediction"
Oil,"Type of Oil",transportation,"truck fuel consumption prediction"
Engine,"Type of Engine",transportation,"truck fuel consumption prediction"
"Fuel and Coolant Temperature","Fuel and Coolant Temperature",transportation,"truck fuel consumption prediction"
"Ambient Temperature","Ambient Temperature",transportation,"truck fuel consumption prediction"
"Asphalt Temperature","Asphalt Temperature",transportation,"truck fuel consumption prediction"
Humidity,Humidity,transportation,"truck fuel consumption prediction"
Weight,"Weight of the Whole Vehicle",transportation,"truck fuel consumption prediction"
Payload,"Payload Weight",transportation,"truck fuel consumption prediction"
"Front Area","Front Area Weight",transportation,"truck fuel consumption prediction"
"Rated Engine Power","Rated Engine Power",transportation,"truck fuel consumption prediction"
"No. Axles","Number of Axles",transportation,"truck fuel consumption prediction"
Slope,"Slope of Road",transportation,"truck fuel consumption prediction"
Elevation,"Elevation of Road",transportation,"truck fuel consumption prediction"
Speed-Limit,Speed-Limit,transportation,"truck fuel consumption prediction"
Distance,Distance,transportation,"truck fuel consumption prediction"
Longitude,Longitude,transportation,"truck fuel consumption prediction"
Latitude,Latitude,transportation,"truck fuel consumption prediction"
RPM,"Revolutions per Minute",transportation,"idling emission estimation"
"Intake Air Tempperature","Intake Air Tempperature",transportation,"idling emission estimation"
"Manifold Absolute Pressure","Manifold Absolute Pressure",transportation,"idling emission estimation"
"Ambient Air Temperature","Ambient Air Temperature",transportation,"idling emission estimation"
"Idling Duration","Idling Duration",transportation,"idling emission estimation"
"CO Emission","CO Emission",transportation,"idling emission estimation"
