ifa,age,age2,empty,workclass,fnlwgt,logfnl,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,label
25484a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Divorced,Craft-repair,Unmarried,White,Male,0,0,1,United-States,<=50K,0
25516a,1,1,,Private,1,,Some-college,1,Never-married,Prof-specialty,Own-child,White,Male,0,0,1,United-States,<=50K,0
26651a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,1485,1,United-States,>50K,0
26813a,1,1,,Private,1,,Bachelors,1,Never-married,Sales,Other-relative,White,Male,0,0,1,United-States,<=50K,0
26854a,1,1,,Private,1,,HS-grad,1,Divorced,Craft-repair,Not-in-family,White,Male,0,1741,1,United-States,<=50K,0
27520a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
27626a,1,1,,Local-gov,1,,HS-grad,1,Divorced,Adm-clerical,Own-child,White,Female,0,0,1,Cuba,<=50K,0
27861a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K,0
27906a,1,1,,Private,1,,Some-college,1,Divorced,Adm-clerical,Unmarried,White,Male,0,0,1,Canada,<=50K,0
27964a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,1,United-States,<=50K,0
28265a,1,1,,Self-emp-not-inc,1,,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,Other,Female,99999,0,1,India,>50K,0
28620a,1,1,,Private,1,,Some-college,1,Divorced,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
28993a,1,1,,Private,1,,10th,1,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K,0
29219a,1,1,,Private,1,,HS-grad,1,Never-married,Craft-repair,Other-relative,White,Male,0,0,1,El-Salvador,<=50K,0
29235a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,1,United-States,<=50K,0
29834a,1,1,,Private,1,,Some-college,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
30134a,1,1,,Private,1,,HS-grad,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
30198a,1,1,,Private,1,,Prof-school,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
30428a,1,1,,Private,1,,HS-grad,1,Divorced,Exec-managerial,Unmarried,White,Male,0,0,1,United-States,<=50K,0
31014a,1,1,,Private,1,,Masters,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,>50K,0
31139a,1,1,,Private,1,,HS-grad,1,Never-married,Sales,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
31196a,1,1,,Private,1,,HS-grad,1,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
31251a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Adm-clerical,Wife,White,Male,0,0,1,United-States,>50K,0
31572a,1,1,,Private,1,,HS-grad,1,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
31882a,1,1,,Federal-gov,1,,Some-college,1,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Male,0,0,1,United-States,>50K,0
32449a,1,1,,Private,1,,7th-8th,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
313a,1,1,,?,1,5.934674153,Some-college,1,Never-married,?,Own-child,Black,Female,0,0,1,United-States,<=50K,0
453a,1,1,,Private,1,5.389275974,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,>50K,0
646a,1,1,,Self-emp-inc,1,5.290751163,Doctorate,1,Separated,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,>50K,0
1369a,1,1,,Private,1,5.182511659,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,99999,0,1,Japan,>50K,0
2261a,1,1,,Private,1,4.865038796,HS-grad,1,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K,0
2365a,1,1,,Private,1,5.259529375,HS-grad,1,Never-married,Transport-moving,Own-child,Black,Male,0,0,1,United-States,<=50K,0
2563a,1,1,,Private,1,5.241070588,HS-grad,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
2807a,1,1,,State-gov,1,5.275048625,Masters,1,Separated,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
3373a,1,1,,Private,1,4.537894618,HS-grad,1,Separated,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K,0
3374a,1,1,,Private,1,5.540284416,HS-grad,1,Divorced,Tech-support,Unmarried,White,Male,0,0,1,United-States,<=50K,0
3464a,1,1,,Self-emp-inc,1,5.406299975,11th,1,Never-married,Prof-specialty,Own-child,White,Female,0,0,1,United-States,<=50K,0
3801a,1,1,,Local-gov,1,5.133027673,10th,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,<=50K,0
4022a,1,1,,?,1,4.55031398,Some-college,1,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K,0
4411a,1,1,,Private,1,5.259959221,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
4751a,1,1,,Self-emp-inc,1,5.319006066,Some-college,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
4757a,1,1,,Self-emp-not-inc,1,4.595154384,Bachelors,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
5674a,1,1,,Private,1,5.050267591,Masters,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,<=50K,0
5898a,1,1,,Private,1,5.491582988,Some-college,1,Never-married,Transport-moving,Own-child,White,Male,0,0,1,United-States,<=50K,0
6909a,1,1,,Private,1,5.034600385,Some-college,1,Never-married,Adm-clerical,Own-child,White,Female,0,2205,1,United-States,<=50K,0
7288a,1,1,,Private,1,5.216234539,HS-grad,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,Yugoslavia,>50K,0
7438a,1,1,,?,1,4.906141021,HS-grad,1,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K,0
7508a,1,1,,Self-emp-not-inc,1,5.528280211,Some-college,1,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,1,South,<=50K,0
7632a,1,1,,Private,1,5.404421454,HS-grad,1,Never-married,Sales,Unmarried,Black,Male,0,0,1,United-States,<=50K,0
8309a,1,1,,Private,1,4.49745491,11th,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
8793a,1,1,,Private,1,5.30201256,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,1,United-States,>50K,0
9463a,1,1,,Private,1,5.277815427,Some-college,1,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
10063a,1,1,,Private,1,5.254255549,Some-college,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,*,>50K,0
10774a,1,1,,Private,1,5.081451728,Some-college,1,Widowed,Sales,Unmarried,White,Male,0,0,1,United-States,<=50K,0
10793a,1,1,,Private,1,5.210698328,Bachelors,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,1,United-States,>50K,0
11103a,1,1,,Private,1,4.996275197,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,1,United-States,>50K,0
11155a,1,1,,Private,1,5.257755349,Some-college,1,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,<=50K,0
11305a,1,1,,Private,1,5.421437745,Some-college,1,Never-married,Adm-clerical,Own-child,Black,Male,0,0,1,Haiti,<=50K,0
12625a,1,1,,Self-emp-inc,1,,Masters,1,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,>50K,0
12790a,1,1,,Private,1,,10th,1,Separated,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
13027a,1,1,,?,1,,Assoc-acdm,1,Married-civ-spouse,?,Wife,White,Male,0,0,1,United-States,>50K,0
13409a,1,1,,Private,1,,Assoc-acdm,1,Divorced,Prof-specialty,Unmarried,White,Male,0,0,1,United-States,<=50K,0
14601a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Male,0,0,1,Philippines,<=50K,0
14685a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,1,United-States,>50K,0
14730a,1,1,,State-gov,1,,Some-college,1,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,<=50K,0
15416a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
15565a,1,1,,Private,1,,Some-college,1,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
16144a,1,1,,Federal-gov,1,,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
16270a,1,1,,Self-emp-not-inc,1,,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,0
17348a,1,1,,?,1,,HS-grad,1,Widowed,?,Unmarried,White,Female,0,0,1,United-States,<=50K,0
17891a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K,0
20212a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,<=50K,0
20781a,1,1,,Private,1,,Masters,1,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,1,Hong,>50K,0
20979a,1,1,,Private,1,,Masters,1,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,>50K,0
21205a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
21507a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
21609a,1,1,,Private,1,,Some-college,1,Never-married,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
21954a,1,1,,Private,1,,Some-college,1,Never-married,Other-service,Own-child,Black,Male,0,0,1,United-States,<=50K,0
21990a,1,1,,Private,1,,,1,Divorced,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K,0
22052a,1,1,,Private,1,,HS-grad,1,Never-married,Other-service,Other-relative,White,Male,0,0,1,United-States,<=50K,0
22098a,1,1,,Private,1,,Some-college,1,Never-married,Other-service,Unmarried,White,Male,0,0,1,United-States,<=50K,0
23077a,1,1,,Private,1,,HS-grad,1,Never-married,Craft-repair,Own-child,White,Male,0,0,1,Mexico,<=50K,0
23653a,1,1,,Private,1,,12th,1,Never-married,Craft-repair,Own-child,White,Female,0,0,1,United-States,<=50K,0
23777a,1,1,,Private,1,,Some-college,1,Never-married,Other-service,Unmarried,Black,Male,2036,0,1,United-States,<=50K,0
24017a,1,1,,Private,1,,HS-grad,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K,0
24661a,1,1,,Private,1,,HS-grad,1,Never-married,Other-service,Own-child,White,Female,0,0,1,Puerto-Rico,<=50K,0
24797a,1,1,,?,1,,Some-college,1,Never-married,?,Other-relative,Black,Male,0,0,1,United-States,<=50K,0
24899a,1,1,,Private,1,,,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
25372a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K,0
25600a,1,1,,Federal-gov,1,,Some-college,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
25623a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,1,United-States,>50K,0
25660a,1,1,,Self-emp-not-inc,1,,Some-college,1,Widowed,Craft-repair,Not-in-family,Black,Female,0,0,1,United-States,<=50K,0
25894a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,>50K,0
26210a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
27569a,1,1,,Private,1,,Bachelors,1,Never-married,Prof-specialty,Own-child,White,Female,0,0,1,United-States,<=50K,0
27735a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,<=50K,0
28187a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K,0
28256a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,>50K,0
28651a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Transport-moving,Husband,White,Female,7298,0,1,United-States,>50K,0
28962a,1,1,,?,1,,HS-grad,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,<=50K,0
29343a,1,1,,Private,1,,HS-grad,1,Never-married,Other-service,Own-child,Black,Male,0,0,1,United-States,<=50K,0
29428a,1,1,,Self-emp-not-inc,1,,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K,0
29667a,1,1,,Private,1,,Some-college,1,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K,0
29716a,1,1,,Private,1,,Some-college,1,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,1,United-States,<=50K,0
30176a,1,1,,Private,1,,Assoc-acdm,1,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K,0
31067a,1,1,,Local-gov,1,,Masters,1,Divorced,Prof-specialty,Unmarried,White,Male,0,0,1,United-States,<=50K,0
31270a,1,1,,Private,1,,HS-grad,1,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K,0
31671a,1,1,,State-gov,1,,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,1,United-States,>50K,0
31826a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,1,United-States,>50K,0
31845a,1,1,,Self-emp-inc,1,,Some-college,1,Widowed,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
32433a,1,1,,Private,1,,Preschool,1,Divorced,Other-service,Not-in-family,Other,Male,0,0,1,Mexico,<=50K,0
119a,1,1,,Private,1,5.393666439,Some-college,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,<=50K,0
163a,1,1,,Self-emp-inc,1,4.894172013,Masters,1,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,1,United-States,<=50K,0
265a,1,1,,Private,1,5.577861597,11th,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,<=50K,0
758a,1,1,,Local-gov,1,5.079412808,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
871a,1,1,,Private,1,4.682027684,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
1198a,1,1,,Private,1,5.180745035,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,<=50K,0
1610a,1,1,,Private,1,4.32417953,Some-college,1,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,0,0,1,Philippines,<=50K,0
1932a,1,1,,?,1,5.193146869,11th,1,Married-civ-spouse,?,Own-child,Black,Male,0,0,1,United-States,<=50K,0
2115a,1,1,,Private,1,4.955644463,Bachelors,1,Never-married,Exec-managerial,Own-child,White,Male,0,0,1,United-States,<=50K,0
2313a,1,1,,Private,1,4.795448983,Bachelors,1,Married-civ-spouse,Sales,Wife,White,Male,0,0,1,United-States,>50K,0
2566a,1,1,,Private,1,5.083907343,HS-grad,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,<=50K,0
2706a,1,1,,Private,1,5.340251713,HS-grad,1,Divorced,Tech-support,Unmarried,White,Female,0,0,1,United-States,<=50K,0
3176a,1,1,,Private,1,5.31881018,Prof-school,1,Divorced,Prof-specialty,Not-in-family,White,Male,99999,0,1,United-States,>50K,0
3383a,1,1,,Self-emp-not-inc,1,4.759305152,Assoc-voc,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,>50K,0
4046a,1,1,,Private,1,4.759085878,Assoc-voc,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,0,0,1,United-States,<=50K,0
4086a,1,1,,Private,1,5.386365179,HS-grad,1,Divorced,Other-service,Other-relative,White,Male,0,0,1,Peru,<=50K,0
4316a,1,1,,?,1,5.440819382,Some-college,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,Nicaragua,<=50K,0
4334a,1,1,,Self-emp-inc,1,5.063352127,Some-college,1,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
4427a,1,1,,Private,1,5.082735118,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,,Male,0,0,1,United-States,<=50K,0
4441a,1,1,,Self-emp-inc,1,5.536634185,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,0
4546a,1,1,,Private,1,5.098356408,Assoc-acdm,1,Married-civ-spouse,Exec-managerial,Wife,Black,Male,0,0,1,United-States,>50K,0
5058a,1,1,,State-gov,1,4.763719921,Some-college,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K,0
5135a,1,1,,Private,1,5.252811783,11th,1,Married-civ-spouse,Other-service,Husband,White,Female,0,0,1,United-States,<=50K,0
5869a,1,1,,Private,1,5.222615037,11th,1,Separated,Sales,Own-child,White,Male,0,0,1,United-States,<=50K,0
5880a,1,1,,Private,1,5.617913078,HS-grad,1,Never-married,Craft-repair,Own-child,White,Male,0,0,1,United-States,<=50K,0
6609a,1,1,,Private,1,5.414614071,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
6649a,1,1,,State-gov,1,5.529963911,Masters,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,>50K,0
6661a,1,1,,Private,1,5.095838591,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
7094a,1,1,,Private,1,4.514667267,Bachelors,1,Married-civ-spouse,Tech-support,Wife,White,Male,0,0,1,United-States,>50K,0
8284a,1,1,,Private,1,5.514396321,Assoc-voc,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K,0
8430a,1,1,,?,1,5.408563869,HS-grad,1,Never-married,?,Own-child,Black,Male,0,0,1,United-States,<=50K,0
8513a,1,1,,Private,1,4.499769536,HS-grad,1,Never-married,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
8542a,1,1,,Local-gov,1,5.274829562,Bachelors,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,1,United-States,>50K,0
8607a,1,1,,Self-emp-inc,1,5.094890197,HS-grad,1,Divorced,Exec-managerial,Not-in-family,White,Male,4650,0,1,United-States,<=50K,0
9582a,1,1,,Private,1,5.151682356,Some-college,1,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,<=50K,0
10094a,1,1,,Private,1,4.934473201,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K,0
10170a,1,1,,Private,1,5.370846038,Some-college,1,Never-married,Sales,Own-child,White,Female,0,0,1,United-States,<=50K,0
10405a,1,1,,Private,1,5.476872188,5th-6th,1,Separated,Sales,Unmarried,Black,Male,0,0,1,Puerto-Rico,<=50K,0
10446a,1,1,,Local-gov,1,5.255925868,Bachelors,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,>50K,0
11265a,1,1,,Private,1,5.283262774,Some-college,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,<=50K,0
11636a,1,1,,Private,1,5.082731529,HS-grad,1,Divorced,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K,0
11678a,1,1,,Private,1,5.239754812,Masters,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K,0
11759a,1,1,,Self-emp-inc,1,5.208607947,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,1,United-States,>50K,0
12041a,1,1,,Private,1,5.514396321,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,1,United-States,<=50K,0
12503a,1,1,,Federal-gov,1,,Some-college,1,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,1,United-States,<=50K,0
12548a,1,1,,Local-gov,1,,Bachelors,1,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,1,United-States,>50K,0
12924a,1,1,,Private,1,,HS-grad,1,Divorced,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
13199a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,1,*,<=50K,0
13537a,1,1,,Self-emp-not-inc,1,,10th,1,Never-married,Farming-fishing,Own-child,White,Male,0,0,1,United-States,<=50K,0
13597a,1,1,,Private,1,,HS-grad,1,Divorced,Adm-clerical,Unmarried,White,Male,0,0,1,United-States,<=50K,0
13809a,1,1,,Private,1,,Some-college,1,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K,0
14204a,1,1,,?,1,,Some-college,1,Never-married,?,Own-child,White,Female,0,0,1,United-States,<=50K,0
14799a,1,1,,Private,1,,HS-grad,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
15000a,1,1,,State-gov,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
15294a,1,1,,Private,1,,11th,1,,Handlers-cleaners,Not-in-family,White,Male,0,0,1,Mexico,<=50K,0
15947a,1,1,,Federal-gov,1,,HS-grad,1,Never-married,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K,0
16127a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K,0
16211a,1,1,,Private,1,,,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K,0
16865a,1,1,,Private,1,,Bachelors,1,Never-married,Sales,Not-in-family,White,Female,10520,0,1,United-States,>50K,0
16877a,1,1,,Private,1,,Some-college,1,Divorced,Handlers-cleaners,Own-child,White,Male,0,1504,1,United-States,<=50K,0
17173a,1,1,,Self-emp-inc,1,,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,1,Taiwan,>50K,0
17452a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Tech-support,Husband,White,Female,0,0,1,United-States,<=50K,0
17518a,1,1,,Local-gov,1,,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,<=50K,0
17666a,1,1,,Self-emp-not-inc,1,,Some-college,1,Married-civ-spouse,Sales,Husband,White,Male,99999,0,1,United-States,>50K,0
18106a,1,1,,Private,1,,Bachelors,1,Never-married,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
18343a,1,1,,?,1,,HS-grad,1,Married-civ-spouse,?,Husband,White,Male,0,0,1,United-States,<=50K,0
18952a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Female,0,0,1,United-States,<=50K,0
19739a,1,1,,Private,1,,Some-college,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K,0
19770a,1,1,,Private,1,,7th-8th,1,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K,0
19924a,1,1,,Private,1,,11th,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7688,0,1,United-States,>50K,0
19969a,1,1,,Private,1,,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,1,United-States,>50K,0
20124a,1,1,,Private,1,,HS-grad,1,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,<=50K,0
20130a,1,1,,Private,1,,Assoc-voc,1,Married-civ-spouse,Sales,Husband,White,Female,0,0,1,United-States,>50K,0
20469a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,1,United-States,<=50K,0
21246a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,1,United-States,>50K,0
21362a,1,1,,Private,1,,,1,Separated,Other-service,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
21511a,1,1,,Self-emp-inc,1,,Some-college,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,1,United-States,>50K,0
21634a,1,1,,Federal-gov,1,,HS-grad,1,Divorced,Prof-specialty,Unmarried,White,Female,0,0,1,United-States,<=50K,0
21821a,1,1,,Private,1,,HS-grad,1,Never-married,Sales,Own-child,Black,Male,0,0,1,United-States,<=50K,0
21963a,1,1,,Private,1,,HS-grad,1,Never-married,Craft-repair,Not-in-family,White,Female,0,0,1,United-States,<=50K,0
22145a,1,1,,Federal-gov,1,,Some-college,1,Divorced,Adm-clerical,Own-child,White,Male,0,0,1,United-States,<=50K,0
22447a,1,1,,Private,1,,11th,1,,Machine-op-inspct,Unmarried,Asian-Pac-Islander,Male,0,0,1,South,<=50K,0
22676a,1,1,,Private,1,,Some-college,1,Divorced,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,>50K,0
22777a,1,1,,Private,1,,Some-college,1,Never-married,Other-service,Own-child,White,Male,0,0,1,United-States,<=50K,0
22929a,1,1,,?,1,,10th,1,Never-married,?,Own-child,White,Male,0,0,1,United-States,<=50K,0
23472a,1,1,,Private,1,,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,>50K,0
23836a,1,1,,Self-emp-not-inc,1,,10th,1,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,1,United-States,>50K,0
25595a,1,1,,Private,1,,11th,1,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,1,Nicaragua,<=50K,0
25675a,1,1,,Private,1,,Masters,1,,Sales,Not-in-family,White,Male,0,0,1,United-States,>50K,0
26169a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K,0
26814a,1,1,,Private,1,,Assoc-acdm,1,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
27224a,1,1,,Federal-gov,1,,Masters,1,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K,0
27246a,1,1,,Private,1,,Masters,1,Divorced,Prof-specialty,Unmarried,White,Female,0,2547,1,United-States,>50K,0
27313a,1,1,,Private,1,,Bachelors,1,,Other-service,Not-in-family,Other,Female,0,0,1,Mexico,<=50K,0
27350a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,Black,Male,0,2377,1,United-States,<=50K,0
28281a,1,1,,Private,1,,11th,1,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K,0
28463a,1,1,,Private,1,,Bachelors,1,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,<=50K,0
28602a,1,1,,Private,1,,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K,0
